,Plot1-B,Plot1-L,Plot2-C,Plot2-M,Plot3-H,Plot3-N,Plot4-A,Plot4-N,Plot5-I,Plot5-N,Plot6-I,Plot6-N,Plot7-M,Plot7-N,Plot8-I,Plot8-O,Plot9-L,Plot9-N,Plot10-A,Plot10-E
SRR1706084.7829,0,0,0,10,0,5,1,1,0,2,50,2,2,11,3,0,0,0,0,0
SRR1706109.1287,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,68,0,25,0,0
SRR1706124.3066,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9
SRR1706034.4746,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706039.8086,0,10,0,22,0,2,28,22,0,10,3,0,0,0,0,0,0,0,0,0
SRR1706129.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,3
SRR1706074.4913,0,0,3,0,0,1,0,0,73,0,0,0,0,0,0,0,0,0,0,0
SRR1706064.405,0,39,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706094.2073,0,0,0,0,0,0,0,0,0,4,0,0,35,0,12,9,0,0,6,0
SRR1706079.7503,0,0,0,2,0,0,0,0,0,16,18,0,0,0,2,0,0,0,0,0
SRR1706119.1880,10,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,38,0,0
SRR1706099.4506,0,0,0,0,0,0,0,0,0,3,0,0,24,19,25,19,0,0,0,0
SRR1706089.1037,0,0,0,3,0,13,0,0,0,0,2,19,0,0,1,6,1,23,0,16
SRR1706074.2536,0,0,36,0,8,0,0,0,48,8,0,0,0,0,85,0,0,0,0,0
SRR1706044.3302,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,16,10
SRR1706079.3527,0,0,0,0,0,0,0,0,0,9,0,0,10,5,34,0,0,0,0,0
SRR1706124.3760,0,0,72,31,0,2,0,0,0,0,0,0,0,0,0,0,18,0,9,0
SRR1706099.2618,0,0,0,0,13,0,0,0,20,0,30,1,13,51,9,4,0,0,0,0
SRR1706089.1869,0,0,0,9,3,4,4,0,2,12,3,8,0,7,0,2,0,0,0,2
SRR1706039.1700,6,7,0,10,1,6,0,0,0,0,1,13,0,0,30,0,0,0,0,0
SRR1706074.3690,0,0,1,0,8,41,0,0,88,0,0,16,0,0,16,0,0,0,0,0
SRR1706034.4526,89,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
SRR1706064.81,0,0,3,8,0,5,1,7,13,0,0,0,0,0,0,0,0,0,0,0
SRR1706109.3564,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,20,0,10,0
SRR1706079.6310,0,0,1,0,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
SRR1706129.4949,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,49
SRR1706124.3703,0,0,6,0,0,11,1,0,0,0,0,0,0,3,0,2,2,0,12,3
SRR1706089.2437,0,0,0,29,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0
SRR1706039.1623,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706039.739,24,28,0,43,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706034.1955,48,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706084.4081,0,2,0,1,3,0,5,0,0,11,26,0,0,0,0,0,0,0,2,0
SRR1706104.1637,0,0,0,0,5,0,0,0,0,0,0,0,0,21,37,15,5,0,1,8
SRR1706049.7281,0,2,0,9,0,0,0,0,0,0,0,4,0,10,18,0,0,0,0,0
SRR1706104.5308,0,0,4,0,3,0,0,0,0,0,0,9,0,0,59,0,0,0,0,0
SRR1706054.266,0,0,0,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SRR1706119.5649,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,54,0,0
SRR1706064.1615,0,0,0,0,0,0,23,12,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706039.7695,0,105,0,13,0,0,43,5,0,45,18,13,0,0,0,0,0,0,0,0
SRR1706044.3079,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706054.1895,0,0,0,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706124.1968,0,0,3,2,0,17,2,9,7,0,0,0,0,0,0,0,4,0,6,0
SRR1706059.5752,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706034.626,36,11,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706089.3193,0,0,0,0,0,0,0,0,4,0,0,61,0,0,0,0,0,0,0,0
SRR1706034.3552,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706119.2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
SRR1706129.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,3,24
SRR1706064.418,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706084.4973,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
SRR1706039.5268,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706039.3601,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706054.191,0,0,0,0,1,2,0,0,0,5,0,2,0,0,11,0,0,0,2,8
SRR1706079.2942,0,0,0,0,0,0,0,0,0,28,0,0,11,0,0,0,0,0,0,0
SRR1706129.1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
SRR1706064.2282,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706129.5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
SRR1706039.7958,0,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706119.951,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,18,65,1,0
SRR1706039.7339,14,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706069.2527,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706109.3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,22,0,7,0
SRR1706054.1726,0,0,0,0,36,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
SRR1706129.1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
SRR1706104.987,0,0,4,0,0,0,0,0,0,0,0,0,6,0,27,0,0,0,0,0
SRR1706119.2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
SRR1706044.1988,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,4,10,3,7,2
SRR1706074.1342,0,0,0,0,0,8,2,0,5,46,0,0,0,0,0,0,5,0,0,2
SRR1706129.6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,25
SRR1706089.1657,0,0,0,2,0,0,0,0,0,0,0,62,0,0,0,0,0,0,6,0
SRR1706114.790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,6
SRR1706039.2009,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706039.8200,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706079.4938,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
SRR1706124.1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,2
SRR1706049.3849,0,0,0,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706124.1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,3,0
SRR1706044.2059,0,0,22,34,2,12,3,2,8,0,11,11,0,0,2,10,0,0,0,0
SRR1706079.1943,0,0,0,0,2,0,0,0,0,31,8,0,0,9,6,2,0,0,0,0
SRR1706039.1926,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706039.1146,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706079.3471,0,0,0,0,0,0,0,0,0,58,1,10,0,0,1,0,0,0,0,0
SRR1706034.5165,60,0,0,0,0,0,1,0,0,8,10,0,0,3,0,0,0,0,0,0
SRR1706119.5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
SRR1706084.8790,0,0,0,5,0,0,0,0,0,0,17,31,0,0,0,2,0,0,0,13
SRR1706069.3140,0,5,0,0,0,0,21,13,0,6,0,0,0,0,0,0,0,0,0,0
SRR1706034.5594,49,0,3,5,0,1,0,0,21,0,0,4,0,0,0,0,0,0,0,0
SRR1706104.1023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,0,0,0,0,3
SRR1706039.6914,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706104.3846,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,25,0,0,0,4
SRR1706129.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,103
SRR1706079.1102,0,0,1,0,5,0,0,0,14,9,0,0,0,0,3,0,0,0,0,0
SRR1706059.6532,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706084.3978,0,0,0,2,0,0,4,2,0,0,13,0,0,0,0,3,5,0,1,6
SRR1706119.5863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0
SRR1706074.4192,0,0,0,3,0,0,0,0,41,0,0,6,0,0,0,0,0,0,0,0
SRR1706044.2727,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706059.1897,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706069.725,0,4,0,0,0,0,28,10,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706099.3182,0,0,0,0,6,5,0,0,13,0,0,7,8,22,16,2,0,0,0,0
SRR1706104.5683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
SRR1706034.3229,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SRR1706129.1991,0,0,1,0,0,0,0,0,0,5,0,0,5,0,9,0,0,0,0,18
SRR1706064.3008,0,0,0,0,0,0,29,3,0,4,0,0,0,0,0,0,0,0,0,0
SRR1706084.8964,0,2,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
SRR1706104.4564,0,0,7,0,2,0,0,0,0,40,0,0,0,0,5,0,0,0,0,0
SRR1706054.934,0,0,0,3,7,0,0,0,0,2,0,11,0,0,2,16,0,0,0,7
SRR1706084.2553,0,0,0,0,0,0,0,0,0,6,37,0,0,5,2,0,0,0,0,0
SRR1706064.4271,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706069.3373,0,0,0,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706129.5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
SRR1706074.1127,0,0,0,0,0,2,0,0,57,0,0,0,0,0,0,0,0,0,0,0
SRR1706089.2995,0,0,15,12,0,6,6,0,17,0,0,6,0,0,0,0,4,5,12,0
SRR1706034.691,40,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706129.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,54
SRR1706099.976,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0
SRR1706114.2966,0,1,2,0,0,0,0,6,0,2,0,0,0,0,0,0,3,0,19,3
SRR1706104.782,0,0,10,8,9,43,0,0,3,0,0,5,0,0,11,2,0,5,0,1
SRR1706049.4031,0,42,0,6,0,0,0,0,0,0,10,4,6,0,0,0,0,0,0,0
SRR1706039.2687,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706104.1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
SRR1706124.4357,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,4,16,4
SRR1706119.1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
SRR1706084.3769,4,0,0,1,1,0,0,0,2,6,21,2,7,0,0,0,0,0,0,0
SRR1706129.350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28
SRR1706119.2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,4,1
SRR1706084.4881,0,0,0,1,0,0,0,0,0,5,22,2,0,3,7,0,0,0,0,0
SRR1706044.1791,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706044.2691,0,0,12,0,0,0,0,0,6,1,2,0,9,0,8,2,0,0,0,0
SRR1706099.1396,0,0,0,0,0,0,0,0,0,1,0,0,0,5,35,0,0,0,0,0
SRR1706034.4122,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706119.4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
SRR1706094.1287,0,0,0,0,0,0,0,0,0,0,0,15,14,3,0,0,0,0,0,0
SRR1706069.3538,0,8,0,3,0,2,22,16,2,9,0,3,0,0,0,0,0,0,0,0
SRR1706039.5286,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706039.7943,0,50,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
SRR1706034.3161,30,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SRR1706064.639,0,0,0,0,0,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0
SRR1706119.2073,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,23,0,0
SRR1706039.7035,0,30,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706129.4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67
SRR1706119.5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
SRR1706119.1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
SRR1706109.3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0
SRR1706079.5779,0,0,3,0,1,0,0,0,0,19,28,0,0,0,3,0,0,0,0,0
SRR1706044.2055,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706129.197,0,0,0,0,0,3,0,9,0,0,29,0,0,0,0,0,0,0,0,3
SRR1706119.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46,4,0
SRR1706044.597,0,0,21,2,0,10,1,0,0,0,1,0,0,0,0,0,0,0,2,0
SRR1706129.2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24
SRR1706064.2416,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706064.2860,0,0,0,17,0,0,16,22,0,4,1,1,0,0,0,0,0,0,0,0
SRR1706119.3465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
SRR1706129.1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
SRR1706079.4094,0,0,5,10,0,0,1,0,0,52,0,0,0,0,0,0,0,0,0,0
SRR1706054.2833,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706104.1907,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0
SRR1706099.1324,0,0,13,0,2,0,1,5,0,0,0,0,0,46,0,0,0,0,0,0
SRR1706034.1431,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706059.6781,0,0,4,0,1,10,2,0,0,0,0,0,0,0,0,4,7,13,11,0
SRR1706084.4854,0,0,0,19,0,16,0,0,0,10,104,19,0,0,0,0,0,0,0,0
SRR1706074.6133,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,15,2
SRR1706129.1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,39
SRR1706079.955,5,2,0,0,0,0,0,0,0,9,0,0,7,5,0,0,0,0,0,0
SRR1706084.3481,0,0,0,10,0,3,0,0,0,0,46,0,7,0,3,0,3,0,0,0
SRR1706099.746,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,6,22,0,0,2
SRR1706124.1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2
SRR1706034.1862,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706129.4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
SRR1706109.3747,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
SRR1706109.1811,0,0,1,7,0,0,0,0,0,0,0,6,0,0,0,8,0,44,0,0
SRR1706099.198,0,0,0,0,0,0,0,0,0,1,0,0,0,11,8,0,0,0,0,0
SRR1706129.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
SRR1706084.9592,0,3,0,2,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
SRR1706049.7834,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706084.1944,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
SRR1706119.3907,0,0,3,0,0,1,0,0,0,0,0,0,0,4,2,0,5,23,0,0
SRR1706034.5164,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706094.612,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,0,0,0,0
SRR1706034.4556,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706069.2693,0,0,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706119.750,0,0,6,1,2,4,0,30,0,0,0,0,0,34,25,12,1,10,1,0
SRR1706064.1566,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706129.1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
SRR1706089.777,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0
SRR1706129.1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
SRR1706119.2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0
