,Plot1-B,Plot1-L,Plot2-C,Plot2-M,Plot3-H,Plot3-N,Plot4-A,Plot4-N,Plot5-I,Plot5-N,Plot6-I,Plot6-N,Plot7-M,Plot7-N,Plot8-I,Plot8-O,Plot9-L,Plot9-N,Plot10-A,Plot10-E
SRR1706127.47969,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2
SRR1706127.35412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706097.38047,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
SRR1706047.9486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706087.19647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706127.43273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SRR1706127.45827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
SRR1706097.16309,0,0,0,0,0,0,1,0,1,2,1,0,1,2,0,0,0,0,0,0
SRR1706077.34954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706032.34118,1,1,0,0,1,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0
SRR1706062.9303,0,1,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.9354,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706077.19367,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SRR1706097.15740,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706122.35695,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
SRR1706122.42148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706052.707,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.83061,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.7928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706072.67233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706077.24195,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2
SRR1706052.2326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706057.12877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706102.39455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706102.44627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706092.16331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706072.56262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706052.22394,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.71076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.27886,0,13,0,2,0,0,12,5,16,4,8,6,0,0,1,5,2,1,2,1
SRR1706117.31833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706092.14776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706092.12022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706102.40295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706072.107699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.38759,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706117.38007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706037.43377,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.43602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706122.39371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706082.31659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706092.22400,0,0,1,2,2,0,1,0,0,0,0,0,2,0,4,1,0,0,0,0
SRR1706092.23945,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SRR1706072.102706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706047.19286,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
SRR1706042.33156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706032.6667,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706037.1692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR1706127.29063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SRR1706067.28072,0,1,0,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,2,1
SRR1706067.24213,0,5,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0
SRR1706072.42834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.61314,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,2,0,1,0
SRR1706097.3066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SRR1706092.2513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706062.17681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.7148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706052.36098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.62786,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0
SRR1706067.8527,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.37563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706037.2382,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.40249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.16750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.58749,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
SRR1706052.32212,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.22848,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,5,1,3,6
SRR1706087.14966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706087.30805,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706062.32839,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.26563,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2
SRR1706057.6756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.41727,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.53127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706107.24694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706102.8377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706037.19398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706037.40945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706042.874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706052.10915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.34359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706092.1865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706032.26478,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706037.29982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.23622,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706112.7668,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0
SRR1706057.33924,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706087.32298,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SRR1706062.11771,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
SRR1706062.39919,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706037.34893,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706067.5713,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.952,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706077.29930,0,0,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0
SRR1706092.2843,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SRR1706092.13518,0,0,0,2,5,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0
SRR1706067.24086,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706037.34842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706092.22561,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SRR1706127.17212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706047.20298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.18898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706097.40680,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706047.28610,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706117.15912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706087.22091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706112.1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706057.8919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.22489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706057.22329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.4213,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706062.48855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706052.27944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SRR1706102.5446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
SRR1706062.21650,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706107.11996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SRR1706117.23559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706072.72228,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706042.12643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706057.19725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706102.34743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706067.4252,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.25319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.18228,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706097.45615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706097.20129,0,0,0,0,11,0,0,0,0,2,1,0,1,4,0,0,0,3,0,0
SRR1706062.69975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706032.48471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.35032,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706052.22505,0,0,0,2,4,0,0,0,2,11,0,0,2,1,0,5,0,7,2,0
SRR1706047.27924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706102.33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706127.38506,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
SRR1706092.19665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706062.68017,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706062.80791,0,2,0,0,0,0,7,7,6,1,1,0,0,0,0,0,0,0,0,0
SRR1706112.8749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
SRR1706047.21715,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706102.42248,0,0,3,1,5,3,1,0,21,1,7,5,2,12,13,9,24,4,10,37
SRR1706067.38196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.28656,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,0,1
SRR1706122.15362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706047.844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706047.13308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706107.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SRR1706037.30974,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706057.21886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.22734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706057.22023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.70218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.25782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706042.35647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.30220,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.15943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706032.54265,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
SRR1706097.23042,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
SRR1706047.22154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706057.2577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.64191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706087.8292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706062.81114,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706052.24073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.9412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SRR1706072.56403,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.46631,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706107.11586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SRR1706127.42985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SRR1706037.984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.43618,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.66237,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706087.23951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706077.27855,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706032.3391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.10303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706072.24148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706087.8508,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706037.24760,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706032.7465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706102.52242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706097.55488,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SRR1706037.27774,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.45117,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706102.4566,0,1,3,1,0,0,1,0,0,0,1,0,0,0,1,1,4,1,0,0
SRR1706097.52916,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
SRR1706077.13142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706037.3477,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706032.32107,38,9,0,1,0,0,11,9,3,2,0,0,2,3,0,0,0,0,0,3
SRR1706057.9126,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.48849,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.7817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR1706057.20540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706047.42548,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.29132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706077.20683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706117.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706082.6344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706037.37428,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.40521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706122.29006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SRR1706097.33234,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706082.34904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706072.62356,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
SRR1706052.30172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.38573,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
SRR1706102.7239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SRR1706092.9105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706072.107859,0,2,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0
SRR1706077.9699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706037.33464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706077.31722,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706042.11349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706087.22740,0,0,2,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1,0,1
SRR1706062.49531,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706107.13044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706047.44036,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,4,0,0,0
SRR1706112.1140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1
SRR1706072.76936,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.29734,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706037.8643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.35545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706047.42234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.26930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SRR1706092.4920,0,0,3,0,0,0,1,0,0,1,1,0,3,3,2,0,0,1,0,3
SRR1706062.7562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.62083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706047.25567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.31339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SRR1706052.2479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706047.6909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.77101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.28138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706107.18792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SRR1706067.6739,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706087.29494,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706032.20719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.66007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.569,0,0,0,0,2,0,0,0,3,0,0,0,1,2,0,2,0,0,0,0
SRR1706057.34471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.36200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706037.43027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.14476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706107.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706107.44592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
SRR1706047.26842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706042.9526,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.98478,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.48618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706072.82160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706102.34175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706107.38920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706037.16794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.10215,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1
SRR1706122.17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
SRR1706092.6946,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706037.27163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.37470,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SRR1706082.5466,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706037.24783,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706032.13356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.29624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SRR1706077.11577,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706077.36563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706067.38587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706032.7012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.14335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.30815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706087.27988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706127.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SRR1706112.820,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,4,0,0,0
SRR1706062.68934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706057.25354,0,1,1,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1
SRR1706062.51181,0,0,1,0,0,0,1,0,1,0,0,3,2,2,0,0,0,0,0,0
SRR1706032.38496,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
SRR1706052.26689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.60470,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
