,Plot1-B,Plot1-L,Plot2-C,Plot2-M,Plot3-H,Plot3-N,Plot4-A,Plot4-N,Plot5-I,Plot5-N,Plot6-I,Plot6-N,Plot7-M,Plot7-N,Plot8-I,Plot8-O,Plot9-L,Plot9-N,Plot10-A,Plot10-E
SRR1706127.45431,0,0,35,32,37,57,17,11,152,18,4,23,2,20,35,110,169,62,83,206
SRR1706032.55899,832,12,0,0,0,0,2,2,35,0,37,1,32,29,16,0,0,0,0,8
SRR1706087.14702,0,2,111,28,70,51,6,4,170,42,89,116,58,80,60,101,99,83,41,357
SRR1706032.46219,641,46,7,6,5,0,7,2,6,26,14,2,92,84,44,0,0,4,2,17
SRR1706062.78515,0,205,11,13,18,11,222,76,51,46,70,21,61,117,47,15,3,12,4,109
SRR1706087.38981,0,14,69,62,104,45,40,23,147,80,6,38,15,78,99,150,75,84,71,269
SRR1706127.48583,429,171,15,15,16,12,178,111,91,65,53,13,35,126,35,4,12,13,25,117
SRR1706032.41654,214,212,0,1,0,1,114,10,6,2,14,5,0,4,4,0,1,1,0,0
SRR1706052.14669,89,47,66,98,145,75,35,24,159,79,52,52,72,136,133,133,25,87,32,58
SRR1706072.35797,213,73,16,17,0,8,148,146,266,39,58,11,32,27,15,0,4,4,4,12
SRR1706042.24038,98,15,191,109,92,136,16,17,385,15,25,65,18,43,24,196,207,77,197,141
SRR1706032.1172,237,109,4,14,3,4,174,76,32,8,21,2,18,20,4,2,0,0,3,7
SRR1706042.12370,0,15,15,50,51,14,54,1,51,93,36,15,50,168,66,14,2,35,0,6
SRR1706107.45354,114,15,25,6,18,15,4,2,56,34,58,49,23,67,70,46,0,7,0,82
SRR1706057.32137,0,0,118,29,39,12,5,8,58,6,13,13,3,78,71,191,279,129,77,130
SRR1706082.7591,94,18,70,121,222,106,57,115,430,70,108,121,27,135,124,220,260,142,91,154
SRR1706117.11908,172,7,4,20,46,0,21,6,3,23,45,11,16,48,8,0,0,22,0,0
SRR1706057.13512,74,4,111,46,67,99,10,41,133,14,16,24,24,152,227,96,70,65,32,96
SRR1706032.56874,320,39,0,2,0,0,64,43,17,4,8,1,2,0,0,0,0,0,0,0
SRR1706032.32666,261,42,0,2,0,0,163,98,26,2,3,3,7,0,1,0,0,0,7,3
SRR1706032.51436,130,147,20,36,16,42,14,18,62,41,114,24,14,35,9,2,0,7,0,13
SRR1706032.53856,357,0,0,0,0,0,1,3,8,0,2,0,0,1,0,0,0,0,0,0
SRR1706032.16062,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
SRR1706107.22192,68,71,22,13,55,13,69,40,138,74,118,36,52,93,62,58,32,32,114,91
SRR1706042.3045,27,29,77,15,197,0,7,0,7,28,43,47,101,78,69,48,1,107,0,5
SRR1706072.102955,11,27,118,83,162,99,43,26,467,33,86,42,13,25,24,101,132,91,108,149
SRR1706127.8436,0,0,47,24,50,10,8,6,82,29,47,20,36,112,120,115,251,104,111,162
SRR1706037.26164,118,322,24,80,198,48,169,50,109,140,58,72,92,192,90,45,0,103,1,6
SRR1706122.40085,0,3,28,5,15,10,1,3,42,7,9,8,10,35,23,16,90,12,45,64
SRR1706032.55919,386,84,0,0,0,0,42,6,0,1,1,0,3,2,0,0,0,0,0,0
SRR1706117.9046,0,0,107,22,125,1,0,0,0,11,57,13,154,168,254,83,0,67,1,105
SRR1706102.54131,0,0,74,8,4,12,1,2,132,2,26,19,5,23,241,135,5,16,1,24
SRR1706032.39688,111,41,2,19,26,36,24,0,27,34,43,1,0,6,1,0,0,8,0,0
SRR1706032.7108,461,150,3,5,5,8,146,48,158,49,108,29,59,97,54,56,1,8,7,19
SRR1706057.4992,237,10,4,15,2,24,69,68,130,12,25,10,8,5,4,4,0,3,31,12
SRR1706032.2755,261,10,0,0,3,0,3,1,2,7,7,0,9,9,2,4,0,0,1,0
SRR1706042.11584,271,57,226,69,51,175,71,101,345,21,40,45,9,91,88,37,45,55,22,46
SRR1706032.55664,132,2,18,1,5,5,14,13,37,6,28,17,3,18,5,9,9,4,29,10
SRR1706067.37910,98,99,0,2,4,2,215,224,126,23,39,25,3,1,0,0,36,20,52,6
SRR1706072.37452,0,13,283,71,122,95,82,60,780,67,97,103,57,237,85,189,561,223,338,477
SRR1706117.11413,0,0,43,17,64,0,1,1,2,22,10,14,65,103,42,10,9,30,28,109
SRR1706112.38884,92,4,131,46,81,56,18,10,200,45,47,57,41,53,40,111,101,64,54,87
SRR1706032.21922,311,87,21,7,19,1,53,14,3,10,4,6,16,77,47,3,0,16,2,21
SRR1706052.10049,0,0,16,18,42,143,1,0,81,14,22,21,36,66,54,74,22,44,11,53
SRR1706112.3782,0,0,22,28,26,6,3,0,24,14,8,11,2,11,25,51,61,26,27,54
SRR1706062.54231,0,286,3,5,3,5,327,72,139,24,12,13,3,2,10,1,3,11,5,1
SRR1706107.45082,4,6,43,51,34,44,23,16,163,30,50,51,20,62,41,74,78,38,25,57
SRR1706032.25655,223,62,0,0,1,0,61,44,47,12,9,5,4,4,1,1,4,0,24,17
SRR1706062.68850,11,94,7,5,4,0,183,81,14,23,20,8,24,99,15,1,0,3,8,30
SRR1706107.10055,20,1,22,19,21,32,4,5,103,19,42,24,12,24,28,47,76,43,22,49
SRR1706092.27447,141,30,13,11,31,0,74,15,43,52,103,22,96,357,46,4,1,17,5,36
SRR1706102.7413,0,0,47,41,68,2,0,0,1,22,12,4,12,17,146,51,23,36,13,83
SRR1706032.7906,296,10,6,14,23,18,4,0,12,21,37,10,4,37,0,0,0,22,1,0
SRR1706057.12939,0,0,28,12,48,23,1,0,71,6,6,32,22,5,28,39,1,31,4,56
SRR1706072.53064,0,0,42,61,6,15,1,5,355,1,0,15,0,26,14,24,22,13,4,0
SRR1706107.30119,0,6,9,24,42,36,54,41,38,32,48,13,57,219,82,70,70,21,76,110
SRR1706082.11169,0,6,7,30,18,21,23,2,102,59,50,20,34,15,3,0,0,14,0,0
SRR1706032.16155,469,5,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,1,2
SRR1706092.12442,50,54,53,53,84,6,3,1,13,50,100,52,155,119,84,22,0,65,0,34
SRR1706072.42753,32,74,0,11,1,14,349,191,220,10,11,9,0,0,0,4,1,1,22,5
SRR1706097.19304,0,0,42,13,12,0,4,0,0,9,121,12,138,285,31,0,0,10,14,70
SRR1706107.29215,0,17,98,21,24,31,69,48,199,12,24,17,2,28,12,131,150,39,91,108
SRR1706127.50955,0,0,4,9,13,0,12,2,0,28,0,2,29,87,12,9,0,4,13,77
SRR1706042.35120,37,10,93,34,53,37,37,33,163,35,38,45,29,78,28,103,156,57,76,70
SRR1706127.3542,0,102,15,0,1,3,50,2,107,1,31,32,0,1,3,16,21,7,24,87
SRR1706032.55073,221,2,2,1,4,0,2,0,1,0,7,1,12,12,6,0,0,0,2,2
SRR1706032.48595,292,1,0,0,1,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0
SRR1706032.24391,264,15,0,0,1,0,7,5,1,1,0,1,5,1,0,0,0,0,0,0
SRR1706112.27227,0,4,80,65,95,47,11,14,129,29,51,47,65,103,74,183,197,110,90,96
SRR1706122.28365,0,20,25,12,20,3,38,24,87,62,42,16,59,82,72,9,31,19,107,118
SRR1706032.48431,303,26,18,14,16,7,61,31,89,31,24,21,21,33,14,10,29,9,37,63
SRR1706077.4420,100,3,4,0,3,17,16,7,73,11,20,12,4,1,1,4,10,0,25,8
SRR1706127.35136,8,16,7,3,9,0,117,34,11,65,67,14,68,174,9,0,0,7,1,23
SRR1706062.63241,141,5,4,3,3,8,41,25,155,25,22,8,1,9,6,6,13,4,20,7
SRR1706072.26738,135,284,82,50,106,58,112,16,235,39,42,56,121,83,58,92,0,50,3,41
SRR1706097.32543,0,123,20,22,37,15,101,53,170,35,48,22,24,20,16,11,32,22,84,16
SRR1706032.41333,256,6,0,0,0,0,0,0,6,5,0,0,0,4,0,0,1,1,0,0
SRR1706032.47540,169,4,10,14,26,8,11,3,18,25,17,18,15,31,20,18,4,20,4,16
SRR1706037.39380,229,61,0,0,0,0,58,37,6,17,3,4,7,22,2,0,0,1,0,1
SRR1706032.38047,194,44,0,2,2,0,107,47,23,7,14,2,9,20,0,0,0,0,0,0
SRR1706032.38614,211,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.43885,0,0,46,26,38,58,0,0,128,9,1,19,1,19,63,50,11,36,3,10
SRR1706092.28460,33,3,67,42,31,24,20,20,85,23,14,20,20,46,38,45,58,38,63,66
SRR1706052.29638,83,59,4,60,19,0,38,7,11,17,29,4,20,18,0,0,0,10,0,0
SRR1706112.7289,23,86,83,67,83,54,129,78,250,63,55,41,40,78,24,62,142,71,66,47
SRR1706047.33398,0,1,0,3,0,3,15,8,235,0,0,0,0,0,0,0,0,1,0,0
SRR1706122.8310,0,16,16,13,11,20,86,25,263,44,72,47,42,39,7,33,31,9,112,56
SRR1706102.12103,0,1,8,18,30,33,4,0,15,8,4,6,6,9,82,21,16,31,1,31
SRR1706082.2374,115,7,2,10,15,1,33,15,51,34,27,1,20,43,10,7,1,8,8,13
SRR1706072.5650,201,19,0,4,1,0,52,29,57,12,11,3,0,0,2,0,0,3,1,3
SRR1706082.13451,0,5,6,2,5,2,29,11,19,12,14,12,41,88,7,1,0,2,3,3
SRR1706117.21327,0,0,17,3,14,26,0,0,41,15,35,48,38,67,57,18,68,31,18,36
SRR1706097.14977,0,11,45,11,28,8,15,8,114,32,32,23,16,51,50,40,30,14,17,72
SRR1706042.35014,0,0,97,32,6,19,3,13,146,0,5,29,0,15,1,16,58,6,15,17
SRR1706122.29613,0,3,111,52,88,87,48,42,450,34,31,54,4,27,16,83,155,120,109,102
SRR1706092.14727,0,14,50,28,23,8,71,53,122,44,79,23,31,55,20,41,23,17,18,15
SRR1706087.37001,0,0,17,0,3,8,3,5,83,3,26,32,1,5,1,7,20,16,8,44
SRR1706112.3488,0,3,20,2,24,5,33,29,42,10,15,1,3,33,18,23,238,60,105,117
SRR1706102.4586,0,1,25,63,89,37,9,1,30,50,16,46,36,101,212,33,1,40,2,58
SRR1706097.17446,0,3,2,13,2,11,0,1,67,48,36,14,15,20,13,10,5,2,4,1
SRR1706097.57248,122,25,0,0,1,0,15,5,5,26,10,0,78,66,5,0,0,0,0,0
SRR1706112.11520,20,5,56,10,11,18,29,8,119,3,4,4,1,16,12,19,68,14,27,41
SRR1706032.11319,254,23,0,0,0,0,49,14,4,2,6,3,2,3,2,0,0,0,0,0
SRR1706047.24774,0,9,18,8,62,3,4,6,22,37,23,3,13,2,10,6,7,34,49,46
SRR1706102.48792,22,5,15,15,60,31,13,2,15,11,10,20,27,45,69,37,0,22,0,7
SRR1706052.37763,0,3,25,17,29,20,16,18,99,20,32,32,26,19,44,74,20,19,5,39
SRR1706107.14275,0,0,17,45,67,1,0,0,5,45,10,17,69,39,39,14,0,37,0,7
SRR1706032.37196,134,29,0,0,0,0,25,20,13,0,1,3,0,0,0,0,0,0,0,3
SRR1706037.31020,20,23,51,51,18,44,12,26,123,28,13,60,44,51,45,56,30,22,21,49
SRR1706037.27852,328,53,52,54,56,60,40,4,199,104,55,53,71,150,126,99,70,72,38,131
SRR1706122.39149,0,0,40,12,5,7,3,5,142,1,8,3,0,17,1,27,72,25,42,18
SRR1706032.32590,182,3,1,8,3,6,9,5,40,6,8,0,6,2,0,1,0,6,2,1
SRR1706037.25806,160,33,0,10,12,6,21,34,19,7,15,3,11,7,1,3,0,5,2,0
SRR1706062.6552,0,18,0,3,1,3,62,103,69,1,17,4,0,0,1,7,0,0,1,0
SRR1706087.15509,0,12,0,0,3,7,34,21,69,5,8,12,1,9,0,1,0,1,1,6
SRR1706077.38811,0,40,7,11,31,4,49,15,91,47,56,16,13,3,14,17,10,11,20,12
SRR1706072.59884,1,18,204,60,70,70,8,67,232,11,67,64,33,105,81,126,229,161,154,80
SRR1706127.24506,0,9,20,13,8,5,32,26,104,23,34,4,13,7,3,5,21,12,25,25
SRR1706032.35940,145,9,3,0,16,0,4,2,34,6,2,0,5,3,2,0,0,2,1,20
SRR1706062.25133,0,60,0,0,0,0,148,39,4,1,3,0,17,7,0,0,0,0,0,9
SRR1706127.42812,0,1,10,18,11,5,4,2,27,4,13,9,8,3,3,8,67,17,53,124
SRR1706112.11457,0,5,54,15,59,3,4,9,58,16,15,59,11,19,12,50,75,34,157,62
SRR1706032.14167,172,51,4,8,7,12,36,23,95,27,15,6,15,21,16,13,1,7,13,12
SRR1706067.18615,41,122,1,0,0,5,289,235,27,2,22,12,2,1,0,0,2,0,2,6
SRR1706067.30569,0,73,22,7,9,15,251,154,113,25,27,10,2,15,14,7,14,8,19,20
SRR1706097.2790,10,46,5,0,5,2,82,22,39,16,61,5,35,56,8,6,3,2,4,14
SRR1706127.20167,0,0,16,3,13,11,0,0,39,11,16,26,24,49,35,33,25,19,8,95
SRR1706062.33497,49,176,2,0,0,0,387,125,33,7,9,3,10,14,1,0,0,0,0,0
SRR1706102.32705,0,0,9,7,13,0,2,0,5,7,23,2,72,105,34,5,0,4,0,0
SRR1706032.18292,308,75,15,8,3,4,68,21,28,13,38,13,27,52,33,12,0,2,2,54
SRR1706077.16794,73,103,64,125,191,87,64,5,214,136,136,157,135,187,163,58,3,100,0,4
SRR1706072.52420,0,13,1,2,3,5,47,38,42,3,6,3,0,6,2,2,3,2,3,5
SRR1706082.5088,0,21,31,25,33,8,41,22,95,63,88,58,50,59,42,42,84,38,32,79
SRR1706052.22125,0,1,5,25,45,1,18,8,51,21,1,0,1,12,1,10,4,27,7,19
SRR1706052.20417,0,0,24,38,28,36,0,0,48,5,6,12,19,39,38,15,27,22,23,39
SRR1706032.54215,187,17,0,0,11,0,9,1,4,10,8,4,14,18,19,4,0,5,3,12
SRR1706032.42277,100,14,2,0,7,1,10,9,24,1,0,0,0,8,1,4,5,2,9,1
SRR1706087.36816,0,4,12,3,14,4,7,2,55,15,22,16,7,5,4,3,18,16,10,37
SRR1706032.12238,125,19,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0,1,0
SRR1706062.15125,4,119,0,2,1,0,198,50,40,13,15,4,14,39,3,0,2,1,5,2
SRR1706122.16997,0,21,8,11,9,3,33,26,45,10,17,13,10,4,3,20,3,4,26,27
SRR1706097.58118,0,0,28,2,2,6,2,6,11,2,6,1,8,19,8,24,41,4,89,90
SRR1706032.57699,156,4,0,0,0,0,7,2,4,0,0,0,5,11,2,0,0,0,0,4
SRR1706072.28294,0,64,20,7,25,5,121,70,126,30,24,15,27,41,29,11,36,22,37,52
SRR1706062.37073,0,15,1,0,1,0,360,28,35,0,0,0,0,1,0,0,0,0,0,0
SRR1706097.49243,0,0,46,0,2,5,0,1,33,0,0,4,0,8,9,15,25,13,1,7
SRR1706102.34260,0,0,24,60,47,17,15,18,116,18,10,5,3,24,9,40,17,29,28,31
SRR1706037.12838,0,68,0,3,4,4,88,100,58,4,22,7,5,13,0,0,0,0,4,4
SRR1706032.49780,107,10,0,1,2,1,31,14,13,12,4,1,10,11,3,1,1,0,0,0
SRR1706097.45252,0,0,8,0,0,0,0,0,5,4,9,0,4,57,17,11,0,1,0,45
SRR1706072.33214,0,1,7,25,14,11,5,1,82,19,6,3,2,9,5,7,13,16,41,16
SRR1706127.14889,0,0,6,12,7,1,0,2,11,9,4,8,13,35,60,23,0,3,6,51
SRR1706092.15031,0,0,4,0,0,0,0,0,0,2,0,0,98,23,16,0,0,1,1,1
SRR1706122.11878,0,0,43,2,25,16,8,16,22,7,3,10,0,37,11,28,141,24,88,197
SRR1706062.22539,0,49,0,1,0,0,237,129,81,5,5,0,0,0,0,1,2,0,0,0
SRR1706052.2036,0,9,26,13,15,13,10,6,62,3,5,9,4,9,2,25,43,16,23,37
SRR1706062.82936,0,14,0,0,0,2,147,130,53,5,11,1,0,0,1,0,3,0,3,10
SRR1706112.22085,0,20,16,2,1,6,91,65,63,3,11,3,0,22,5,5,85,3,81,57
SRR1706062.74160,0,0,0,0,0,0,101,28,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.6243,0,61,8,4,6,7,61,18,177,16,13,7,1,2,5,13,21,9,38,11
SRR1706067.35695,0,24,1,1,2,1,175,90,48,13,3,1,7,16,8,0,0,5,2,7
SRR1706042.33770,0,14,34,11,5,2,33,16,87,3,6,14,32,28,3,1,4,2,5,35
SRR1706052.27957,76,44,23,29,40,33,41,21,109,70,44,40,19,85,36,18,47,51,38,83
SRR1706067.38235,0,13,0,0,0,0,90,90,11,3,0,0,1,1,1,0,0,0,0,0
SRR1706082.11493,0,0,0,0,0,0,1,0,0,3,26,0,66,18,1,0,0,0,0,0
SRR1706032.16316,122,78,0,0,0,0,230,137,59,10,18,4,21,10,4,0,0,0,3,0
SRR1706112.16084,0,0,70,7,1,9,3,9,26,0,2,1,0,25,1,10,78,8,69,32
SRR1706107.32712,0,0,8,27,35,17,2,0,57,21,29,26,39,72,31,28,13,21,0,31
SRR1706087.36391,78,25,0,0,0,0,32,22,26,1,0,1,0,0,0,0,0,0,0,0
SRR1706112.11394,0,0,16,1,2,0,0,21,5,0,1,0,0,26,1,8,169,17,30,47
SRR1706047.11395,0,0,25,27,5,11,1,11,47,0,4,7,1,12,4,14,10,8,2,3
SRR1706102.12519,0,0,10,7,19,14,0,0,6,2,2,3,0,7,40,13,14,14,3,28
SRR1706092.26194,0,0,4,7,16,6,0,0,3,31,9,0,18,39,22,20,5,21,12,27
SRR1706067.6547,0,5,0,0,0,0,101,34,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.21797,0,0,36,17,1,24,0,5,52,0,6,17,0,0,3,6,0,7,0,0
SRR1706032.42120,105,58,0,0,0,0,33,9,0,8,3,0,43,45,1,0,0,2,3,0
SRR1706082.13401,0,5,2,0,1,0,124,22,1,16,71,1,122,163,0,0,0,1,0,3
SRR1706032.57992,115,85,1,0,2,0,209,90,23,15,6,0,7,22,20,3,0,1,0,16
SRR1706117.33191,0,0,2,2,5,0,7,0,2,16,16,0,34,23,9,0,0,2,0,0
SRR1706062.35574,0,48,2,23,6,2,120,114,191,8,15,4,9,5,3,4,6,16,20,3
SRR1706067.24076,0,52,0,0,1,0,228,138,15,7,9,4,2,4,1,0,0,0,0,0
SRR1706127.50944,0,3,0,6,11,0,16,13,27,16,8,3,6,3,7,9,1,13,9,6
SRR1706032.33990,105,13,0,2,4,0,8,0,1,13,36,3,12,25,5,5,0,0,0,0
SRR1706032.675,82,11,0,6,1,1,43,50,53,13,6,5,1,6,4,0,3,0,1,1
SRR1706102.50599,0,0,22,1,12,2,0,0,0,2,6,0,37,23,66,4,0,5,0,0
SRR1706072.86346,0,8,2,0,0,2,37,32,68,6,37,3,2,16,2,2,7,2,47,17
SRR1706062.51151,24,38,4,13,17,2,210,130,42,9,12,5,8,14,18,20,8,5,22,23
SRR1706057.23284,0,8,31,93,97,231,34,2,199,108,43,39,31,77,52,27,5,74,8,41
SRR1706037.3379,0,44,2,5,1,4,60,53,163,21,12,3,7,9,10,0,4,2,11,11
SRR1706032.47096,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.8860,0,4,58,31,20,33,10,12,179,21,37,3,17,86,96,51,54,43,30,140
SRR1706042.27003,0,0,19,14,9,13,2,4,77,4,6,5,1,16,6,14,92,17,39,21
SRR1706037.6200,0,9,0,0,0,1,77,37,27,1,4,1,0,0,0,0,0,0,0,1
SRR1706082.9490,0,34,7,11,11,5,222,94,68,14,20,10,22,34,28,5,0,15,5,38
SRR1706037.14787,104,8,0,0,0,0,11,11,3,3,0,0,0,0,0,0,0,0,0,0
SRR1706032.28879,123,6,0,0,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.35723,0,0,13,11,6,0,0,6,35,0,5,3,0,7,3,19,142,20,18,5
SRR1706127.7822,0,4,13,5,9,5,8,4,17,10,14,6,7,10,6,12,8,7,46,38
SRR1706037.38000,0,60,1,2,7,2,23,2,41,15,12,3,0,2,3,1,0,4,0,0
SRR1706037.33983,0,99,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.50079,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,17,0,17,110
SRR1706117.15402,0,0,7,3,6,2,5,4,5,2,0,2,0,34,6,40,51,13,7,20
SRR1706062.2639,0,36,0,0,0,0,66,35,41,2,3,1,0,0,0,0,0,0,0,0
