,Plot1-B,Plot1-L,Plot2-C,Plot2-M,Plot3-H,Plot3-N,Plot4-A,Plot4-N,Plot5-I,Plot5-N,Plot6-I,Plot6-N,Plot7-M,Plot7-N,Plot8-I,Plot8-O,Plot9-L,Plot9-N,Plot10-A,Plot10-E
SRR1706121.29997,0,1,16,26,0,17,1,0,0,10,9,11,0,0,1,0,67,61,12,67
SRR1706126.26797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,161,49
SRR1706066.37523,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706131.40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,106
SRR1706101.59605,9,3,0,24,1,0,0,0,0,46,8,32,0,16,86,0,0,57,0,43
SRR1706051.62992,0,0,0,114,0,0,11,42,0,25,3,0,0,0,0,0,0,0,0,0
SRR1706131.38738,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,88
SRR1706131.85211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,95,12
SRR1706036.62611,74,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706066.89515,0,9,0,12,7,0,92,0,0,0,0,21,0,0,0,0,0,0,0,0
SRR1706126.51620,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,66,13
SRR1706036.62940,180,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706081.46181,0,0,4,1,12,0,0,0,18,72,4,1,1,8,0,0,0,0,0,0
SRR1706106.62699,0,0,0,0,7,0,0,0,5,8,8,0,0,18,55,0,0,0,0,0
SRR1706041.46375,0,168,0,0,0,0,0,0,0,0,0,7,11,10,0,0,0,0,0,0
SRR1706036.29063,68,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
SRR1706096.35459,0,1,88,10,0,0,0,0,0,0,0,1,9,6,0,0,0,0,0,0
SRR1706106.62270,0,0,0,0,0,0,0,0,0,0,0,0,3,0,79,16,0,0,0,0
SRR1706121.84148,0,0,56,0,2,0,0,0,0,0,0,0,0,15,0,0,6,96,1,0
SRR1706131.32692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,58
SRR1706111.37382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,2,0,0
SRR1706066.89590,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.15845,0,0,7,12,0,0,0,0,0,3,0,1,0,0,0,28,64,7,102,31
SRR1706046.24818,0,4,32,23,0,0,0,0,17,5,10,11,0,4,1,14,0,0,0,0
SRR1706041.42138,8,70,0,5,0,0,0,24,0,13,5,9,0,0,0,0,0,0,0,0
SRR1706121.69658,0,0,6,11,0,0,0,0,0,1,0,3,0,0,0,0,0,80,0,0
SRR1706106.24618,0,0,0,0,4,0,0,0,1,3,22,17,1,2,48,24,1,16,3,38
SRR1706131.41253,0,0,3,0,0,2,0,0,3,0,0,0,24,4,19,84,0,0,2,122
SRR1706091.19739,0,0,6,0,0,0,0,0,0,0,0,3,11,8,44,0,0,0,0,0
SRR1706066.40738,0,0,0,9,0,0,34,74,0,1,0,0,0,0,0,0,0,0,0,2
SRR1706061.47842,15,0,0,155,0,116,1,0,24,0,11,52,0,0,0,0,0,0,0,0
SRR1706036.26188,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706056.36538,0,0,4,0,24,55,0,0,27,4,0,7,1,4,3,1,0,0,0,0
SRR1706041.23756,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706046.27364,0,0,17,3,0,0,0,0,0,26,4,28,29,24,5,0,0,0,0,0
SRR1706041.19228,0,18,0,1,0,0,110,68,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706051.36380,0,0,0,31,34,0,0,0,19,0,1,0,0,0,19,0,0,0,0,0
SRR1706051.73587,0,0,1,44,0,0,11,0,0,0,0,13,0,2,1,14,0,0,0,44
SRR1706066.32278,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706111.38873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0
SRR1706051.66501,0,0,0,70,0,0,0,0,1,1,7,0,3,0,0,0,0,0,0,0
SRR1706036.29319,94,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706111.81770,1,0,9,14,0,9,0,2,2,0,3,2,0,0,0,51,31,0,35,0
SRR1706091.51184,0,0,10,20,0,0,9,0,4,0,0,8,0,0,5,0,26,9,0,15
SRR1706101.57361,9,1,0,0,0,0,0,0,0,8,11,0,2,29,0,0,0,0,0,0
SRR1706041.40134,76,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706116.72853,0,0,1,0,0,1,0,7,0,1,3,4,2,0,13,22,64,40,13,61
SRR1706131.85221,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,24,28,19,10,20
SRR1706081.18886,0,0,1,0,22,0,0,0,28,10,0,0,18,0,1,0,0,0,0,0
SRR1706036.54619,61,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706041.20357,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.27951,65,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
SRR1706106.24631,0,0,19,0,2,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
SRR1706111.65922,0,0,14,0,0,6,0,0,0,0,0,0,0,4,1,46,0,6,0,0
SRR1706051.35725,0,0,0,91,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0
SRR1706106.29353,0,0,21,3,4,0,0,0,0,28,2,38,0,7,104,22,0,0,0,0
SRR1706106.60980,6,7,1,3,0,0,12,18,3,36,48,10,1,5,31,21,9,0,1,0
SRR1706036.22676,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706121.80540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,52,10,0
SRR1706076.51984,0,0,19,0,35,2,0,0,10,2,0,7,17,26,0,0,0,0,0,0
SRR1706051.79504,0,0,0,41,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0
SRR1706111.39485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,55,0,1,0,1
SRR1706101.52660,0,0,0,2,0,0,2,0,0,20,0,9,33,83,24,5,0,0,1,8
SRR1706111.59364,0,0,4,5,0,0,3,0,0,0,0,0,0,0,5,16,9,6,10,13
SRR1706071.96629,0,0,67,0,0,49,32,143,0,0,8,23,0,23,0,0,27,13,0,0
SRR1706076.56287,0,0,2,1,9,33,0,0,13,6,0,1,0,0,0,0,0,0,0,0
SRR1706091.52190,1,0,13,37,1,15,0,0,12,15,25,34,0,4,10,10,0,1,3,3
SRR1706086.16397,0,0,5,9,0,3,0,5,0,0,2,0,0,0,0,5,2,12,8,8
SRR1706111.36293,0,0,0,49,0,0,8,0,0,1,0,0,0,0,43,66,0,25,0,0
SRR1706126.60728,0,0,0,5,0,0,4,0,0,0,17,11,0,0,0,44,8,0,28,0
SRR1706121.85426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
SRR1706131.34188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,58
SRR1706126.54422,0,0,0,8,2,0,0,0,11,0,0,1,0,3,7,0,1,0,10,26
SRR1706071.86052,0,0,0,0,0,0,52,25,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706096.33803,0,0,0,0,0,0,0,0,0,8,0,0,21,28,0,0,0,0,0,0
SRR1706131.36187,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,12,74
SRR1706071.37992,0,0,0,0,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.19492,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706051.32469,0,0,0,68,0,0,4,0,0,0,0,0,0,0,2,0,0,0,7,12
SRR1706131.35409,0,0,0,0,0,1,5,0,0,0,0,4,0,0,0,0,7,0,66,59
SRR1706106.50278,0,0,6,0,23,0,0,0,22,0,0,0,0,0,70,0,0,0,0,0
SRR1706126.55542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,99,15
SRR1706126.22946,0,0,1,5,0,0,0,0,0,2,2,7,0,0,1,0,5,1,149,48
SRR1706071.46278,0,14,0,0,0,0,23,57,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706081.10207,0,0,0,21,0,1,0,0,0,12,6,0,0,0,0,45,0,0,9,5
SRR1706131.75235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63
SRR1706076.54506,0,0,0,0,3,0,0,0,4,87,0,0,0,0,3,0,0,0,0,0
SRR1706106.27953,0,0,10,0,6,0,0,0,0,0,0,2,0,14,30,0,0,0,0,0
SRR1706116.30240,0,0,14,0,0,0,1,0,0,0,0,0,0,40,22,30,64,9,0,0
SRR1706071.37491,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.51027,0,0,0,2,0,0,0,0,0,30,21,24,10,8,0,0,0,0,0,0
SRR1706061.42626,0,0,0,25,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706051.37346,20,0,0,100,0,0,9,0,2,13,2,2,0,0,8,0,0,15,3,10
SRR1706051.81692,0,37,0,25,0,0,0,0,0,3,3,8,2,0,0,0,0,0,0,0
SRR1706101.54428,0,0,0,0,0,0,0,0,0,0,0,0,13,66,0,0,0,0,0,0
SRR1706081.35383,15,3,14,0,12,6,1,0,16,74,62,1,19,20,37,1,6,3,2,8
SRR1706081.14231,0,0,0,3,0,0,0,0,0,31,17,6,9,11,14,0,0,0,0,24
SRR1706061.37569,0,0,17,1,0,38,0,0,0,0,0,8,0,0,0,0,0,0,0,0
SRR1706046.26400,0,0,65,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0
SRR1706076.26916,0,0,4,3,8,2,0,0,17,3,0,8,0,1,13,0,0,0,0,0
SRR1706091.19493,0,0,5,0,0,1,0,0,0,0,0,12,0,0,0,1,0,21,0,23
SRR1706131.38755,0,0,0,10,0,0,4,0,0,0,0,0,0,0,7,0,21,28,39,48
SRR1706106.29370,0,0,18,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,0,0
SRR1706106.27187,0,0,0,1,0,0,0,0,10,15,2,1,5,7,51,33,0,0,0,0
SRR1706106.53243,0,0,1,0,16,28,0,0,17,3,0,0,1,2,14,3,0,0,0,0
SRR1706116.35099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,0,0
SRR1706046.55643,0,0,34,7,0,2,1,0,0,0,0,0,0,7,0,0,8,0,0,0
SRR1706091.45528,0,0,5,2,1,1,0,0,5,19,37,29,2,11,45,0,0,0,0,3
SRR1706131.87294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58
SRR1706036.59373,14,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706121.40553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,62,10,0
SRR1706091.43692,1,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0
SRR1706036.48099,1,0,0,0,0,0,0,0,0,11,6,0,15,42,18,25,0,0,0,0
SRR1706086.41562,0,0,0,4,0,0,0,0,0,6,26,15,0,0,4,0,0,0,0,0
SRR1706121.25855,0,0,9,12,3,0,3,0,0,0,0,0,0,0,3,3,12,40,0,0
SRR1706051.30863,0,1,0,4,0,0,21,13,0,25,26,0,2,0,1,0,12,0,11,0
SRR1706106.19059,0,0,0,0,18,0,0,0,27,10,0,0,1,1,3,0,0,0,0,0
SRR1706131.79431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
SRR1706096.44160,0,0,0,2,1,0,0,0,0,31,34,0,15,12,10,0,0,0,0,0
SRR1706041.20318,0,33,0,5,0,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.24784,5,0,25,0,9,26,0,0,30,6,0,80,7,19,7,7,0,4,0,0
SRR1706096.13819,0,0,0,0,0,0,0,0,0,5,22,47,17,18,48,4,0,0,2,14
SRR1706126.54181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,23,3,32,11
SRR1706076.53525,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,11,0
SRR1706116.34102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0
SRR1706051.72696,0,0,35,42,0,5,0,0,0,8,2,21,0,7,77,32,62,25,10,0
SRR1706056.39664,0,0,1,0,21,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0
SRR1706131.29929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,40,32
SRR1706116.31753,45,18,0,1,1,0,2,0,2,30,1,6,5,0,4,0,1,3,2,0
SRR1706036.49144,71,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706051.39927,0,0,3,1,0,5,1,0,3,3,6,24,0,0,0,0,0,0,0,0
SRR1706106.18898,0,0,0,0,0,0,0,0,0,35,1,0,18,63,26,0,0,0,0,0
SRR1706081.43105,0,0,5,0,4,0,0,0,4,63,49,30,27,44,44,0,0,0,0,0
SRR1706066.21698,0,17,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.57997,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706111.36515,0,0,4,1,0,0,0,0,0,0,0,0,0,4,4,40,0,0,0,0
SRR1706106.27721,0,0,0,2,2,0,0,0,0,4,0,0,0,0,60,15,0,0,0,0
SRR1706041.12293,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706121.42201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0
SRR1706076.5626,0,0,22,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
SRR1706116.34295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,0,0,0
SRR1706131.82758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37
SRR1706111.62937,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,47,0,0,0,0
SRR1706071.45869,0,0,0,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706046.44190,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0
SRR1706051.36564,0,0,0,28,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0
SRR1706051.31554,0,0,0,59,2,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0
SRR1706111.39877,0,0,0,0,0,1,0,17,0,0,0,0,0,0,1,25,0,1,0,0
SRR1706116.29675,0,0,0,0,0,1,1,9,0,1,0,0,0,0,0,0,33,10,34,59
SRR1706126.52498,0,2,0,2,0,0,43,6,0,4,7,0,0,1,1,8,4,0,5,17
SRR1706066.86752,0,0,0,0,0,0,71,29,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.9603,0,0,2,1,0,0,1,0,5,0,0,1,0,0,0,27,23,3,37,0
SRR1706086.38886,0,0,0,6,0,0,12,4,0,1,41,36,0,0,0,0,0,0,3,0
SRR1706051.79221,0,0,0,63,0,25,0,0,8,25,1,1,0,0,0,1,7,2,7,5
SRR1706036.24707,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706111.39196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
SRR1706131.79136,24,1,5,73,0,8,23,4,0,21,13,21,0,31,21,0,3,0,54,81
SRR1706061.45490,0,0,0,7,3,21,0,0,7,0,0,5,0,0,0,0,0,0,0,0
SRR1706091.47103,1,0,4,11,8,3,8,0,26,10,2,44,0,0,9,2,0,5,0,14
SRR1706096.14840,0,0,0,0,0,0,0,0,0,3,0,0,36,41,3,0,0,0,0,0
SRR1706041.12248,0,62,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SRR1706061.23270,0,0,2,0,11,25,0,0,2,0,0,0,0,0,5,2,0,0,0,0
SRR1706106.61944,3,0,8,2,10,0,0,0,7,20,4,2,3,7,34,4,0,0,0,25
SRR1706091.22460,0,0,1,0,7,1,1,0,11,20,2,7,24,7,8,0,0,0,0,0
SRR1706101.25607,15,0,0,0,0,0,6,0,0,73,16,0,0,5,0,0,0,0,0,0
SRR1706091.51218,9,0,0,0,0,1,0,0,0,0,1,62,0,0,0,0,0,0,0,0
SRR1706061.17082,0,0,0,0,2,42,0,0,2,2,0,0,0,0,3,3,0,0,0,0
SRR1706051.75149,0,0,2,2,3,0,0,0,0,18,14,1,0,0,1,0,0,0,0,0
SRR1706046.19978,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706071.26737,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.30980,65,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706111.33788,0,0,0,23,0,0,3,0,0,3,0,0,0,0,0,61,19,0,0,0
SRR1706106.20434,0,0,0,0,1,0,0,0,2,0,0,0,16,1,45,0,0,0,0,1
SRR1706051.31327,0,0,23,84,1,12,1,0,28,125,41,67,22,10,142,132,46,48,62,145
SRR1706061.46854,0,0,6,0,11,10,0,0,23,0,0,4,1,0,1,0,0,0,0,0
SRR1706131.85400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28
SRR1706131.39412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
SRR1706106.29257,2,0,11,14,0,24,0,0,0,0,0,0,0,0,40,0,5,8,33,3
SRR1706046.23796,0,0,19,0,0,2,0,0,0,0,0,0,0,5,3,0,34,0,0,0
SRR1706121.38167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,9,7,0
SRR1706056.16791,0,0,6,0,17,0,0,0,0,12,0,0,10,0,24,8,0,0,0,1
SRR1706121.80209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,19,0,0
SRR1706051.72197,0,0,2,35,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR1706131.41960,6,0,0,12,0,0,0,2,0,0,2,0,0,1,0,2,10,0,19,12
SRR1706091.51905,0,0,5,3,3,1,0,0,8,10,0,8,0,3,7,1,0,0,0,0
SRR1706101.57164,0,0,0,0,0,0,0,0,0,11,0,0,0,12,13,0,0,0,0,0
SRR1706041.19973,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706051.81482,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706076.54189,0,0,0,0,13,15,0,0,14,2,0,0,3,0,0,0,0,0,0,0
SRR1706111.74214,0,2,24,15,14,13,0,0,6,21,23,35,12,0,84,40,0,0,0,0
SRR1706051.37380,7,3,0,43,0,4,0,0,1,0,0,1,0,2,1,6,16,4,30,17
SRR1706106.59464,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0
SRR1706071.90134,0,0,0,6,0,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706106.20338,0,0,2,1,0,0,0,0,0,0,0,0,0,4,8,20,5,36,2,0
SRR1706131.36239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,43
SRR1706101.22260,9,0,8,0,0,0,2,0,7,0,6,0,3,21,0,0,0,0,0,0
SRR1706081.46320,0,0,9,8,4,2,1,16,8,30,0,1,0,6,0,0,5,0,0,0
SRR1706096.37752,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0
SRR1706081.19919,0,0,0,0,0,0,0,0,0,5,0,0,11,20,0,0,0,0,0,0
SRR1706036.63545,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706086.49289,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
SRR1706126.46831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,0
SRR1706076.23507,0,0,5,5,0,13,0,0,34,0,0,5,0,0,0,0,0,0,0,0
SRR1706056.38835,0,0,1,0,11,2,0,0,11,11,0,1,0,1,1,2,0,0,0,0
SRR1706046.30192,0,0,38,7,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SRR1706071.79467,0,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,2
SRR1706111.29053,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,34,0,0,0,1
SRR1706061.9496,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,0,0,0,3,5
SRR1706106.56785,0,0,0,0,0,0,1,0,0,0,5,0,0,0,40,0,0,0,0,11
SRR1706036.56202,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
