,Plot1-B,Plot1-L,Plot2-C,Plot2-M,Plot3-H,Plot3-N,Plot4-A,Plot4-N,Plot5-I,Plot5-N,Plot6-I,Plot6-N,Plot7-M,Plot7-N,Plot8-I,Plot8-O,Plot9-L,Plot9-N,Plot10-A,Plot10-E
SRR1706081.42982,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706116.35164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
SRR1706081.12346,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706041.13886,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.61310,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706106.57212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
SRR1706106.62971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SRR1706111.80570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SRR1706081.42462,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706121.83841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRR1706086.20359,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SRR1706041.45646,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706056.34896,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706071.42160,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.23061,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706126.28450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706101.32476,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
SRR1706086.24404,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706096.44531,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SRR1706041.23400,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.59419,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.45730,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SRR1706036.57145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706071.97929,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706096.15641,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
SRR1706101.58599,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
SRR1706101.17880,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706111.21257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SRR1706126.28435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706061.42510,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.50002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706121.21222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRR1706046.26203,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706046.59130,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706066.89786,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.27860,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706071.99282,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706071.92627,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706121.71177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRR1706046.61039,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.15493,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706036.28806,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.27877,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706061.21683,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706066.82968,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706041.22233,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706041.18516,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706101.14051,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
SRR1706101.29062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SRR1706046.61286,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706066.33981,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706096.20466,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SRR1706101.60018,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
SRR1706081.15682,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706046.57421,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706086.14136,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706036.63478,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.28036,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.46227,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
SRR1706046.55816,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706061.42621,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706101.24770,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706061.22158,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706066.40303,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706046.61204,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706101.59149,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706131.86069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SRR1706041.20702,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706071.37653,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706046.52843,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706076.54782,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706116.34368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR1706071.90145,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706081.46715,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706096.38255,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SRR1706061.19688,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706121.87356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SRR1706046.26253,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706106.48515,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
SRR1706041.19888,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706046.61886,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706101.15891,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706071.97551,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706046.61025,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706051.78517,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.50001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706036.58934,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706086.11495,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706036.28960,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706066.89627,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706111.29996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
SRR1706076.22864,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706051.34959,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.55460,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706081.46711,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706081.47297,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SRR1706056.29068,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706046.30184,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.25284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706091.19784,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706121.41784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SRR1706056.34902,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706071.41986,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.18583,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706036.58874,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706091.48508,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706061.47484,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706081.19311,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706101.27288,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SRR1706076.52979,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.13641,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706096.43276,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SRR1706061.24180,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.24133,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SRR1706076.53454,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SRR1706086.45651,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR1706126.59586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
SRR1706066.90802,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.21422,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706051.70859,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706041.9733,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706106.62251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SRR1706081.17524,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706126.22683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
SRR1706091.23088,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706086.44984,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706091.24127,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
SRR1706096.36085,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SRR1706041.37429,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706051.34251,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706106.29179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SRR1706076.26968,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706081.45095,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,0,0,0,0,0
SRR1706041.38977,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706041.47430,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706081.43065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706106.20957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SRR1706106.23142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SRR1706041.47570,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706056.15946,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706041.22087,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706046.16444,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706116.66061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR1706116.72988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR1706081.20499,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706061.20835,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706041.18889,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706121.29808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SRR1706066.86277,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706066.88591,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.58649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
SRR1706061.45799,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706101.27344,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706061.44516,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706096.14311,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SRR1706051.81492,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706101.27304,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
SRR1706096.13237,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SRR1706066.90073,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706061.46274,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.43709,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SRR1706101.61812,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
SRR1706126.19240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
SRR1706091.24212,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706041.23181,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.61029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SRR1706041.44358,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706106.58608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SRR1706101.28871,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SRR1706081.43030,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SRR1706111.40582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SRR1706036.57136,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.51631,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
SRR1706076.5995,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SRR1706071.40118,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.47865,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706126.18147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706081.16493,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0
SRR1706101.28114,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706101.61188,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
SRR1706091.49976,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SRR1706036.27142,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706076.10942,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SRR1706101.61358,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706071.40744,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.59759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
SRR1706056.40361,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.60238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706071.41930,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706086.25261,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR1706076.56429,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706076.46135,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706076.57473,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706071.47322,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706106.60147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0
SRR1706101.53039,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706036.29590,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.20873,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SRR1706126.49336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SRR1706066.88308,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706116.28068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
SRR1706036.46850,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706106.61179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706041.22693,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706076.53651,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
SRR1706066.28512,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706081.46395,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706076.16748,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706071.44765,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706096.39461,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SRR1706096.21571,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
SRR1706126.58650,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706106.13724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706041.40072,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706101.27659,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706061.39118,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706101.52069,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706126.54545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706126.22831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,2,13,0
SRR1706126.55549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
SRR1706131.87427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SRR1706111.80551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
SRR1706036.64239,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706121.37838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRR1706126.52581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706056.14468,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706041.22822,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.25413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706086.19183,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706051.65733,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706116.36239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR1706046.50637,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.58362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0
SRR1706061.47934,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.46517,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706076.55229,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706056.14042,0,0,0,0,2,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0
SRR1706086.49996,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706126.16806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706041.39822,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706041.13578,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.64458,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706041.20816,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706076.48637,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.45063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706116.32276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SRR1706046.27450,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706101.23069,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706126.56435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
SRR1706051.36279,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706116.72225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR1706066.22144,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.36839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SRR1706091.23999,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706101.58830,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SRR1706046.60159,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706111.38497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
SRR1706036.24310,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706086.45489,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706106.62210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SRR1706046.60901,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706126.60525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706081.22440,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706081.16030,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0
SRR1706076.54143,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706091.22906,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706091.44101,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0
SRR1706056.19480,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706046.49950,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706036.63057,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706106.9756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SRR1706096.7418,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SRR1706071.88317,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706071.86000,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706061.21485,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706041.46526,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706076.21832,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
