OTUId	CM30b51-B	CM30b51-M	CM30b58-C	CM30b58-I	CM30b60-E	CM30b60-M	CM30c-O	CM30c-P	CM30c28-N	CM30c28-P	CM30c30-L	CM30c30-N	CM30c35-B	CM30c35-D	CM30c37-E	CM30c37-L	CM30c39-A	CM30c39-E	CM30c44-B	CM30c44-C	CM30c46-D	CM30c46-O	CM30c51-H	CM30c51-I	CM30c53-B	CM30c53-I	CM30c60-A	CM30c60-B	CM30c62-D	CM30c62-M	CM30d12-H	CM30d12-L	CM30d3-D	CM30d3-L	CM31a5-A	CM31a5-B	LB1-A	LB1-E	LB5-A	LB5-I	Plot1-B	Plot1-L	Plot2-C	Plot2-M	Plot3-H	Plot3-N	Plot4-A	Plot4-N	Plot5-I	Plot5-N	Plot6-I	Plot6-N	Plot7-M	Plot7-N	Plot8-I	Plot8-O
OTU_7;size=7558;	1	5	0	0	0	8	0	0	0	0	0	0	0	0	10	137	5973	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	612	0	0	0	0	0	0	4	0	0	0	0
OTU_50;size=2288;	0	0	0	10	91	0	0	0	0	0	0	0	0	0	22	2	350	442	0	0	0	0	0	0	0	0	0	0	0	0	0	8	744	0	0	0	12	246	0	330	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0
OTU_3;size=8628;	0	0	0	0	16	175	0	0	0	0	0	0	0	0	23	2	4999	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2406	1004	0	0
OTU_200;size=838;	22	0	0	3	91	21	35	0	0	0	0	0	0	1	0	14	102	0	103	142	0	0	16	5	0	0	16	0	0	0	0	4	4	0	0	0	0	0	0	0	83	17	0	0	0	0	0	5	0	4	9	58	31	52	0	0
OTU_625;size=517;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_141;size=1905;	0	0	0	127	36	4	0	99	0	0	0	0	0	4	80	0	487	16	0	0	0	0	53	52	0	0	58	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	15	38	126	0	0
OTU_4944;size=469;	0	0	0	0	9	0	0	0	0	0	0	0	0	1	266	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	59	295	0	0
OTU_18;size=3782;	2	2	51	47	0	0	0	463	0	0	0	0	0	0	20	11	194	1910	0	0	3	191	0	0	0	0	26	0	0	0	0	227	58	0	96	248	0	0	0	0	0	0	0	71	154	0	0	0	2	0	0	0	0	0	6	0
OTU_1410;size=128;	0	0	0	1	14	0	0	0	0	0	0	0	0	0	3	30	73	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
OTU_102;size=4375;	2	0	29	23	11	1	0	10	0	0	7	8	0	11	86	0	953	78	0	31	0	16	77	4	0	0	54	16	0	0	19	5	56	100	0	0	9	15	2	146	32	0	1	0	0	19	0	2	4	0	1	0	102	218	15	92
OTU_21;size=3918;	0	0	0	0	2	28	0	63	3	0	0	0	0	0	0	0	2243	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	42
OTU_1303;size=141;	0	0	1	5	3	0	0	4	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0	3	0	0	0	2	0	0	0	27	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	1	0	0	35
OTU_124;size=1176;	0	0	6	123	43	5	0	0	0	0	0	0	0	0	345	50	72	129	0	4	3	0	0	0	0	0	15	0	0	0	0	13	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	3	15	120	74	0	0
OTU_817;size=175;	0	0	0	0	36	2	0	0	0	0	0	0	0	0	0	0	17	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0
OTU_18892;size=6;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1405;size=148;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	25	0	0
OTU_11221;size=3;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3538;size=33;	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1
OTU_10006;size=128;	0	0	0	10	210	70	0	0	0	0	0	0	0	0	8	28	217	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	300	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	41	67	107	0	0
OTU_11371;size=13;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU_556;size=446;	0	0	0	0	54	1	1	4	0	0	0	0	0	0	9	0	137	9	3	62	0	0	53	7	0	0	24	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	19	19	0	8
OTU_8360;size=22;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
OTU_9128;size=7;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2703;size=47;	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	16	3	0	0	0	0	0	0	0	0
OTU_211;size=683;	5	0	0	3	16	14	7	0	0	0	0	0	0	0	33	0	145	11	17	67	0	0	55	37	0	0	21	4	0	0	0	4	0	0	0	4	0	0	0	0	46	17	0	3	44	1	0	0	7	14	46	7	7	7	8	33
OTU_11229;size=9;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11340;size=265;	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	38	26	32	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	71	65	0	0
OTU_1887;size=93;	0	0	0	0	19	3	0	0	0	0	0	0	0	0	0	9	24	0	0	35	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15;size=11119;	324	2	0	738	12	160	107	117	0	0	0	0	0	0	393	271	1737	0	387	996	0	0	83	240	0	0	70	108	0	0	502	32	158	4	0	0	0	1	0	0	501	354	0	7	27	1	0	0	33	881	422	368	285	347	3	383
OTU_2618;size=80;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
OTU_19868;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	5	0	0	0
OTU_3217;size=48;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0
OTU_176;size=890;	8	0	0	6	37	10	7	0	0	0	0	0	0	17	22	19	57	0	32	133	0	0	18	38	0	0	23	1	0	0	0	3	8	0	0	0	0	0	0	0	4	0	0	0	61	0	4	0	26	58	68	132	11	21	0	2
OTU_36;size=3118;	0	0	0	2	60	0	68	0	0	0	0	0	0	0	3	8	690	0	222	604	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	341	224	0	0	0	0	0	0	1	0	0	0	99	48	0	0
OTU_7493;size=20;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_301;size=493;	0	0	0	0	70	2	17	0	0	0	0	0	0	0	0	1	176	0	40	127	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	0
OTU_3760;size=72;	0	0	0	0	5	0	5	0	0	0	0	0	0	0	4	0	2	0	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	0	6	0	0
OTU_12505;size=185;	1	0	0	0	0	0	2	0	0	0	7	0	0	0	7	0	284	101	0	4	0	0	0	0	0	0	0	2	0	0	0	13	0	9	0	0	33	29	3	35	0	0	0	0	0	11	0	4	9	0	4	0	34	74	278	22
OTU_22175;size=1;	0	0	0	0	106	22	0	1	0	0	0	0	0	19	10	0	243	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	47	117	0	0
OTU_18731;size=4;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1418;size=115;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	36	0	0	0	0
OTU_91;size=1218;	13	0	0	14	30	14	0	0	0	0	0	0	0	0	83	0	128	31	0	0	0	0	3	0	0	0	0	0	0	0	58	55	49	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	197	45	86	0	404
OTU_3383;size=42;	0	0	0	0	5	2	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0
OTU_1696;size=82;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	0	0
OTU_80;size=1431;	0	0	0	3	371	8	0	413	0	0	0	0	0	0	12	2	90	0	0	0	0	0	0	1	0	0	366	22	0	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	1	0	0	0	98	26	0	0
OTU_827;size=771;	3	2	0	14	68	15	0	0	0	0	0	0	0	12	9	12	208	40	1	4	0	0	5	82	0	0	39	13	0	0	13	6	1	0	0	9	0	0	0	0	0	0	0	11	21	0	0	2	54	14	38	25	12	7	0	6
OTU_3710;size=738;	0	1	207	4	152	3	0	0	0	0	0	0	0	0	0	0	166	0	1	525	5	3	0	0	0	0	0	0	0	0	14	38	11	0	0	0	0	4	200	0	0	0	0	0	0	0	0	86	0	0	6	0	145	20	0	5
OTU_884;size=155;	3	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	11	0	0	12	0	0	0	0	0	0	0	0	0	0	5	1	11	1	0	0	0	0	0	0	0	0	0	0	9	0	11	3	0	13	0	54	0	0	0	0
OTU_25882;size=5;	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	8	22	0	0
OTU_1617;size=226;	10	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	10	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	20	3	0	0	4	0	3	10	4	0	0	43	26	0	0	0	0
OTU_1216;size=258;	0	0	0	12	19	13	0	1	0	0	0	0	0	0	9	7	13	0	0	31	0	0	0	4	0	0	0	1	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	69	0	31	3	0	0	0
OTU_15036;size=4;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	17	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
OTU_6863;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3877;size=25;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11358;size=74;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	11	0	0
OTU_2619;size=38;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_656;size=233;	3	0	0	0	17	3	3	0	0	0	0	0	0	0	0	0	49	0	1	126	0	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0
OTU_18739;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_136;size=2225;	8	5	18	59	38	6	19	41	0	1	0	23	6	1	130	11	503	65	47	339	3	3	12	22	0	0	36	24	0	0	3	8	46	1	5	62	8	49	4	148	0	1	0	5	18	9	0	18	0	73	61	40	70	83	7	15
OTU_1305;size=131;	0	0	0	0	40	2	2	0	0	0	0	0	0	0	0	0	76	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1639;size=91;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	43	0	0
OTU_297;size=488;	0	0	0	0	6	0	0	0	0	0	0	1	0	0	22	3	36	32	0	8	0	0	0	21	0	0	0	0	0	0	0	0	31	191	1	0	21	0	0	2	0	0	0	1	0	0	0	0	1	0	2	96	1	0	0	12
OTU_30678;size=5;	0	0	0	0	648	8	0	0	0	0	0	0	0	0	0	0	58	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3434;size=48;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18741;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18740;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_926;size=240;	27	1	0	0	9	6	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	5	0	0	0	0	0	7	4	8	0	0	0	35	9	72	0	0	32	0	0	2	0	0
OTU_5161;size=27;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6194;size=29;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
OTU_15630;size=5;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19860;size=6;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0
OTU_18784;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_500;size=424;	94	0	0	29	4	0	0	0	0	0	0	0	0	0	0	0	84	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
OTU_1332;size=175;	3	0	2	0	0	5	0	2	0	1	0	0	0	5	0	0	3	0	0	0	0	0	0	10	0	0	7	1	1	2	0	3	3	1	17	89	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	2	0	0	8
OTU_571;size=449;	24	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	9	0	96	110	0	0	63	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	5	3	2	0	0
OTU_8556;size=15;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
OTU_3335;size=48;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2090;size=131;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	38	60	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
OTU_642;size=273;	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	76	0	1	0	0	0	67	10	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	91	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1469;size=216;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0
OTU_5403;size=21;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12;size=4883;	129	1	0	19	224	14	123	0	0	0	0	0	0	0	137	2	143	0	555	1383	0	0	250	162	0	0	0	0	0	0	6	0	20	0	0	0	0	0	0	0	137	0	0	5	0	0	0	0	0	17	281	909	167	199	0	0
OTU_3574;size=24;	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0
OTU_1446;size=189;	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	0	17	0	3	46	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0
OTU_3393;size=32;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
OTU_6938;size=18;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13618;size=256;	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	76	6	92	361	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_14847;size=36;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	11	0	0
OTU_2211;size=59;	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	29	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3632;size=50;	3	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	5	0	4	6	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0
OTU_14841;size=31;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1170;size=141;	0	1	1	0	1	2	0	2	0	0	0	0	0	0	0	0	6	0	7	1	0	0	0	0	0	0	1	5	0	5	1	2	0	0	0	0	0	0	0	0	2	0	0	0	82	11	0	1	0	0	1	0	4	5	0	0
OTU_1572;size=80;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8379;size=20;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_597;size=228;	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	48	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18785;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14838;size=2;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_95;size=1237;	0	2	0	4	0	1	42	11	0	0	0	0	0	70	8	2	213	1	163	47	0	12	17	20	0	0	22	0	0	10	0	5	37	1	0	9	1	2	0	0	20	2	0	0	356	0	0	0	3	12	11	47	34	31	0	21
OTU_14680;size=89;	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	161	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7103;size=12;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_458;size=328;	11	0	0	0	20	30	4	0	0	0	0	0	0	0	0	0	6	0	20	214	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0
OTU_2103;size=100;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	38	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2783;size=42;	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_111;size=1282;	4	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	78	0	191	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26;size=2970;	0	0	0	0	0	0	8	1	0	0	0	0	0	0	91	0	84	0	44	177	0	0	34	113	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1278	156	584	102	279	0	0
OTU_352;size=541;	0	5	0	7	8	2	0	26	0	0	0	0	0	8	47	16	41	0	0	0	0	0	2	10	0	0	1	2	0	0	3	3	80	1	0	2	0	8	0	0	0	0	0	0	8	0	0	0	2	2	58	111	35	22	0	31
OTU_3480;size=64;	2	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	8	1	0	0	0	0	9	0	0	0	0	19	0	0	0	0	0	1	0	7	0	0	1
OTU_1534;size=87;	0	0	0	7	17	2	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	6	17	0	0	0
OTU_3498;size=59;	0	0	0	0	10	3	0	0	0	0	0	0	0	0	8	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0
