Superkingdom	Kingdom	Subkingdom	Infrakingdom	Superphylum	Phylum	Subphylum	Infraphylum	Superclass	Class	Subclass	Infraclass	Superorder	Order
PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA	PROKARYOTA
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Aigarchaeota	Aigarchaeota	Aigarchaeota	Aigarchaeota	Aigarchaeota
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Aigarchaeota	Aigarchaeota	Aigarchaeota	Aigarchaeota	Ca. Caldiarchaeum
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Korarchaeota	Korarchaeota	Korarchaeota	Korarchaeota	Korarchaeota
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Korarchaeota	Korarchaeota	Korarchaeota	Korarchaeota	Ca. Korarchaeum
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Thaumarchaeota	Thaumarchaeota	Thaumarchaeota	Thaumarchaeota	Thaumarchaeota
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Thaumarchaeota	Thaumarchaeota	Thaumarchaeota	Thaumarchaeota	Cenarchaeales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Thermoprotei	Thermoprotei	Thermoprotei	Thermoprotei	Thermoprotei
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Thermoprotei	Thermoprotei	Thermoprotei	Thermoprotei	Acidilobales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Thermoprotei	Thermoprotei	Thermoprotei	Thermoprotei	Desulfurococcales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Thermoprotei	Thermoprotei	Thermoprotei	Thermoprotei	Fervidicoccales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Thermoprotei	Thermoprotei	Thermoprotei	Thermoprotei	Sulfolobales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Crenarchaeota	Crenarchaeota	Crenarchaeota	Crenarchaeota	Thermoprotei	Thermoprotei	Thermoprotei	Thermoprotei	Thermoproteales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Archaeoglobi	Archaeoglobi	Archaeoglobi	Archaeoglobi	Archaeoglobi
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Archaeoglobi	Archaeoglobi	Archaeoglobi	Archaeoglobi	Archaeoglobales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Halobacteria	Halobacteria	Halobacteria	Halobacteria	Halobacteria
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Halobacteria	Halobacteria	Halobacteria	Halobacteria	Halobacteriales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Methanobacteria	Methanobacteria	Methanobacteria	Methanobacteria	Methanobacteria
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Methanobacteria	Methanobacteria	Methanobacteria	Methanobacteria	Methanobacteriales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Methanococci	Methanococci	Methanococci	Methanococci	Methanococci
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Methanococci	Methanococci	Methanococci	Methanococci	Methanococcales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Methanomicrobia	Methanomicrobia	Methanomicrobia	Methanomicrobia	Methanomicrobia
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Methanomicrobia	Methanomicrobia	Methanomicrobia	Methanomicrobia	Methanocellales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Methanomicrobia	Methanomicrobia	Methanomicrobia	Methanomicrobia	Methanomicrobiales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Methanomicrobia	Methanomicrobia	Methanomicrobia	Methanomicrobia	Methanosarcinales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Methanopyri	Methanopyri	Methanopyri	Methanopyri	Methanopyri
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Methanopyri	Methanopyri	Methanopyri	Methanopyri	Methanopyrales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Nanohaloarchaea	Nanohaloarchaea	Nanohaloarchaea	Nanohaloarchaea	Nanohaloarchaea
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Nanohaloarchaea	Nanohaloarchaea	Nanohaloarchaea	Nanohaloarchaea	Ca. Nanosalinarum
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Thermococci	Thermococci	Thermococci	Thermococci	Thermococci
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Thermococci	Thermococci	Thermococci	Thermococci	Thermococcales
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmata
PROKARYOTA	ARCHAEA	ARCHAEA	ARCHAEA	ARCHAEA	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmata	Thermoplasmatales
PROKARYOTA	BACTERIA	BACTERIA	BACTERIA	BACTERIA	BACTERIA	BACTERIA	BACTERIA	BACTERIA	BACTERIA	BACTERIA	BACTERIA	BACTERIA	BACTERIA
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Bryobacter	Bryobacter	Bryobacter	Bryobacter	Bryobacter
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Holophagae	Holophagae	Holophagae	Holophagae	Holophagae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Holophagae	Holophagae	Holophagae	Holophagae	Acanthopleuribacterales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Acidobacteria	Acidobacteria	Acidobacteria	Acidobacteria	Holophagae	Holophagae	Holophagae	Holophagae	Holophagales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificae	Aquificales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadia	Armatimonadia	Armatimonadia	Armatimonadia	Armatimonadia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadia	Armatimonadia	Armatimonadia	Armatimonadia	Armatimonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Chthonomonadetes	Chthonomonadetes	Chthonomonadetes	Chthonomonadetes	Chthonomonadetes
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Chthonomonadetes	Chthonomonadetes	Chthonomonadetes	Chthonomonadetes	Chthonomonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Fimbriimonadia	Fimbriimonadia	Fimbriimonadia	Fimbriimonadia	Fimbriimonadia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Armatimonadetes	Armatimonadetes	Armatimonadetes	Armatimonadetes	Fimbriimonadia	Fimbriimonadia	Fimbriimonadia	Fimbriimonadia	Fimbriimonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidia	Bacteroidia	Bacteroidia	Bacteroidia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidia	Bacteroidia	Bacteroidia	Bacteroidales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Cytophagia	Cytophagia	Cytophagia	Cytophagia	Cytophagia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Cytophagia	Cytophagia	Cytophagia	Cytophagia	Cytophagales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Flavobacteria	Flavobacteria	Flavobacteria	Flavobacteria	Flavobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Flavobacteria	Flavobacteria	Flavobacteria	Flavobacteria	Flavobacteriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Sphingobacteriia	Sphingobacteriia	Sphingobacteriia	Sphingobacteriia	Sphingobacteriia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Bacteroidetes	Bacteroidetes	Bacteroidetes	Bacteroidetes	Sphingobacteriia	Sphingobacteriia	Sphingobacteriia	Sphingobacteriia	Sphingobacteriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Caldiserica	Caldiserica	Caldiserica	Caldiserica	Caldiserica	Caldiserica	Caldiserica	Caldiserica	Caldiserica
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Caldiserica	Caldiserica	Caldiserica	Caldiserica	Caldisericia	Caldisericia	Caldisericia	Caldisericia	Caldisericia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Caldiserica	Caldiserica	Caldiserica	Caldiserica	Caldisericia	Caldisericia	Caldisericia	Caldisericia	Caldisericales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Caldisericia	Caldisericia	Caldisericia	Caldisericia	Caldisericia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiae	Chlamydiales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chlorobi	Chlorobi	Chlorobi	Chlorobi	Chlorobi	Chlorobi	Chlorobi	Chlorobi	Chlorobi
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chlorobi	Chlorobi	Chlorobi	Chlorobi	Chlorobea	Chlorobea	Chlorobea	Chlorobea	Chlorobea
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chlorobi	Chlorobi	Chlorobi	Chlorobi	Chlorobea	Chlorobea	Chlorobea	Chlorobea	Chlorobiales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chlorobi	Chlorobi	Chlorobi	Chlorobi	Ignavibacteria	Ignavibacteria	Ignavibacteria	Ignavibacteria	Ignavibacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chlorobi	Chlorobi	Chlorobi	Chlorobi	Ignavibacteria	Ignavibacteria	Ignavibacteria	Ignavibacteria	Ignavibacteriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenetes	Chrysiogenales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceae	Cyanophyceae	Cyanophyceae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceae	Cyanophyceae	Chroococcales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceae	Cyanophyceae	Nostocales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceae	Cyanophyceae	Oscillatoriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceae	Cyanophyceae	Pseudanabaenales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceae	Cyanophyceae	Synechococcales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Gloeobacteria	Gloeobacteria	Gloeobacteria	Gloeobacteria	Gloeobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Cyanobacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria	Gloeobacteria	Gloeobacteria	Gloeobacteria	Gloeobacteria	Gloeobacterales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacteres	Deferribacterales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococci	Deinococci	Deinococci	Deinococci	Deinococci
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococci	Deinococci	Deinococci	Deinococci	Deinococcales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococcus-Thermus	Deinococci	Deinococci	Deinococci	Deinococci	Thermales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Dictyoglomi	Dictyoglomi	Dictyoglomi	Dictyoglomi	Dictyoglomi	Dictyoglomi	Dictyoglomi	Dictyoglomi	Dictyoglomi
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Dictyoglomi	Dictyoglomi	Dictyoglomi	Dictyoglomi	Dictyoglomia	Dictyoglomia	Dictyoglomia	Dictyoglomia	Dictyoglomia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Dictyoglomi	Dictyoglomi	Dictyoglomi	Dictyoglomi	Dictyoglomia	Dictyoglomia	Dictyoglomia	Dictyoglomia	Dictyoglomales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobia	Elusimicrobiales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Fibrobacteres	Fibrobacteres	Fibrobacteres	Fibrobacteres	Fibrobacteres	Fibrobacteres	Fibrobacteres	Fibrobacteres	Fibrobacteres
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Fibrobacteres	Fibrobacteres	Fibrobacteres	Fibrobacteres	Fibrobacteria	Fibrobacteria	Fibrobacteria	Fibrobacteria	Fibrobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Fibrobacteres	Fibrobacteres	Fibrobacteres	Fibrobacteres	Fibrobacteria	Fibrobacteria	Fibrobacteria	Fibrobacteria	Fibrobacterales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Fusobacteria	Fusobacteria	Fusobacteria	Fusobacteria	Fusobacteria	Fusobacteria	Fusobacteria	Fusobacteria	Fusobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Fusobacteria	Fusobacteria	Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriia	Fusobacteriia	Fusobacteriia	Fusobacteriia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Fusobacteria	Fusobacteria	Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriia	Fusobacteriia	Fusobacteriia	Fusobacteriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaeria	Lentisphaeria	Lentisphaeria	Lentisphaeria	Lentisphaeria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaeria	Lentisphaeria	Lentisphaeria	Lentisphaeria	Lentisphaerales
