Superkingdom	Kingdom	Subkingdom	Infrakingdom	Superphylum	Phylum	Subphylum	Infraphylum	Superclass	Class	Subclass	Infraclass	Superorder	Order
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Ecdysozoa	Tardigrada	Tardigrada	Tardigrada	Tardigrada	Heterotardigrada	Heterotardigrada	Heterotardigrada	Heterotardigrada	Arthrotardigrada
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Ecdysozoa	Tardigrada	Tardigrada	Tardigrada	Tardigrada	Heterotardigrada	Heterotardigrada	Heterotardigrada	Heterotardigrada	Echiniscoidea
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia	Lophotrochozoa
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia	Spiralia
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala	Apororhynchida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala	Gigantorhynchida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala	Moniliformida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala	Archiacanthocephala	Oligacanthorhynchida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Eoacanthocephala	Eoacanthocephala	Eoacanthocephala	Eoacanthocephala	Eoacanthocephala
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Eoacanthocephala	Eoacanthocephala	Eoacanthocephala	Eoacanthocephala	Gyracanthocephala
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Eoacanthocephala	Eoacanthocephala	Eoacanthocephala	Eoacanthocephala	Neoechinorhynchida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Palaeacanthocephala	Palaeacanthocephala	Palaeacanthocephala	Palaeacanthocephala	Palaeacanthocephala
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Palaeacanthocephala	Palaeacanthocephala	Palaeacanthocephala	Palaeacanthocephala	Echinorhynchida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Palaeacanthocephala	Palaeacanthocephala	Palaeacanthocephala	Palaeacanthocephala	Heteramorphida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Palaeacanthocephala	Palaeacanthocephala	Palaeacanthocephala	Palaeacanthocephala	Polymorphida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Polyacanthocephala	Polyacanthocephala	Polyacanthocephala	Polyacanthocephala	Polyacanthocephala
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Acanthocephala	Acanthocephala	Acanthocephala	Acanthocephala	Polyacanthocephala	Polyacanthocephala	Polyacanthocephala	Polyacanthocephala	Polyacanthorhynchida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Annelida	Annelida	Annelida	Annelida	Annelida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	N.N.	N.N.	N.N.	N.N.	N.N.
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	N.N.	N.N.	N.N.	N.N.	Myzostomida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Clitellata	Clitellata	Clitellata	Clitellata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	N.N.	N.N.	N.N.	N.N.
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	N.N.	N.N.	N.N.	Branchiobdellida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Hirudinea	Hirudinea	Hirudinea	Hirudinea
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Hirudinea	Hirudinea	Hirudinea	Acanthobdellida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Hirudinea	Hirudinea	Hirudinea	Arhynchobdellida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Hirudinea	Hirudinea	Hirudinea	Rhynchobdellida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Oligochaeta	Oligochaeta	Oligochaeta	Oligochaeta
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Oligochaeta	Oligochaeta	N.N.	N.N.
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Oligochaeta	Oligochaeta	N.N.	Jennaria
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Oligochaeta	Oligochaeta	N.N.	Enchytraeida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Oligochaeta	Oligochaeta	N.N.	Haplotaxida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Oligochaeta	Oligochaeta	N.N.	Lumbriculida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Oligochaeta	Oligochaeta	N.N.	Tubificida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Oligochaeta	Oligochaeta	Metagynophora	Metagynophora
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Oligochaeta	Oligochaeta	Metagynophora	Moniligastrida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Clitellata	Oligochaeta	Oligochaeta	Oligochaeta	Opistophora
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Polychaeta	Polychaeta	Polychaeta	Polychaeta
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	N.N.	N.N.	N.N.	N.N.
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	N.N.	N.N.	N.N.	Nerillidae
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Echiura	Echiura	Echiura	Echiura
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Echiura	Echiura	Echiura	Echiuroinea
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Echiura	Echiura	Echiura	Heteromyota
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Echiura	Echiura	Echiura	Xenopneusta
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Errantia	Errantia	Errantia	Errantia
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Errantia	Errantia	Errantia	Amphinomida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Errantia	Errantia	Errantia	Eunicida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Errantia	Errantia	Errantia	Phyllodocida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Sedentaria	Sedentaria	Sedentaria	Sedentaria
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Sedentaria	Canalipalpata	Canalipalpata	Canalipalpata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Sedentaria	Canalipalpata	Canalipalpata	Sabellida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Sedentaria	Canalipalpata	Canalipalpata	Spionida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Sedentaria	Canalipalpata	Canalipalpata	Terebellida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Annelida	Annelida	Annelida	Annelida	Polychaeta	Sedentaria	Scolecida (e.g., Arenicolidae	Scolecida (e.g., Arenicolidae	Scolecida (e.g., Arenicolidae
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Craniata	Craniata	Craniata	Craniata	Craniata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Craniata	Craniata	Craniata	Craniata	Craniida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Lingulata	Lingulata	Lingulata	Lingulata	Lingulata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Lingulata	Lingulata	Lingulata	Lingulata	Lingulida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Rhynchonellata	Rhynchonellata	Rhynchonellata	Rhynchonellata	Rhynchonellata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Rhynchonellata	Rhynchonellata	Rhynchonellata	Rhynchonellata	Rhynchonellida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Rhynchonellata	Rhynchonellata	Rhynchonellata	Rhynchonellata	Terebratulida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Brachiopoda	Brachiopoda	Brachiopoda	Brachiopoda	Rhynchonellata	Rhynchonellata	Rhynchonellata	Rhynchonellata	Thecideida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Bryozoa
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Gymnolaemata	Gymnolaemata	Gymnolaemata	Gymnolaemata	Gymnolaemata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Gymnolaemata	Gymnolaemata	Gymnolaemata	Gymnolaemata	Cheilostomata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Gymnolaemata	Gymnolaemata	Gymnolaemata	Gymnolaemata	Ctenostomata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Phylactolaemata	Phylactolaemata	Phylactolaemata	Phylactolaemata	Phylactolaemata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Phylactolaemata	Phylactolaemata	Phylactolaemata	Phylactolaemata	Plumatellida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Stenolaemata	Stenolaemata	Stenolaemata	Stenolaemata	Stenolaemata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Bryozoa	Bryozoa	Bryozoa	Bryozoa	Stenolaemata	Stenolaemata	Stenolaemata	Stenolaemata	Cyclostomata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Cycliophora	Cycliophora	Cycliophora	Cycliophora	Cycliophora	Cycliophora	Cycliophora	Cycliophora	Cycliophora
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Cycliophora	Cycliophora	Cycliophora	Cycliophora	Eucycliophora	Eucycliophora	Eucycliophora	Eucycliophora	Eucycliophora
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Cycliophora	Cycliophora	Cycliophora	Cycliophora	Eucycliophora	Eucycliophora	Eucycliophora	Eucycliophora	Symbiida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Coloniales
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Entoprocta	Solitaria
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Chaetonotida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Macrodasyida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Bursovaginoidea
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Gnathostomulida	Filospermoidea
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Micrognathozoa	Limnognathida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Mollusca	Mollusca	Mollusca	Mollusca	Mollusca
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Bivalvia	Bivalvia	Bivalvia	Bivalvia
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Autobranchia	Autobranchia
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Heteroconchia	Heteroconchia
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Heteroconchia	Carditida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Heteroconchia	Lucinida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Heteroconchia	Myida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Heteroconchia	Pholadomyida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Heteroconchia	Trigoniida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Heteroconchia	Unionida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Heteroconchia	Veneroida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Pteriomorphia	Pteriomorphia
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Pteriomorphia	Arcida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Pteriomorphia	Limida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Pteriomorphia	Mytilida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Pteriomorphia	Ostreida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Pteriomorphia	Pectinida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Autobranchia	Autobranchia	Pteriomorphia	Pteriida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Protobranchia	Protobranchia	Protobranchia	Protobranchia
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Protobranchia	Protobranchia	Protobranchia	Nuculanida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Protobranchia	Protobranchia	Protobranchia	Nuculida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Bivalvia	Protobranchia	Protobranchia	Protobranchia	Solemyoida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Caudofoveata	Caudofoveata	Caudofoveata	Caudofoveata	Caudofoveata
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Caudofoveata	Caudofoveata	Caudofoveata	Caudofoveata	Chaetodermatida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Cephalopoda	Cephalopoda	Cephalopoda	Cephalopoda
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Coleoidea	Coleoidea	Coleoidea	Coleoidea
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Coleoidea	Coleoidea	Decabrachia	Decabrachia
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Coleoidea	Coleoidea	Decabrachia	Sepiida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Coleoidea	Coleoidea	Decabrachia	Sepiolida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Coleoidea	Coleoidea	Decabrachia	Spirulida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Coleoidea	Coleoidea	Decabrachia	Teuthida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Coleoidea	Coleoidea	Octobrachia	Octobrachia
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Coleoidea	Coleoidea	Octobrachia	Octopoda
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Coleoidea	Coleoidea	Octobrachia	Vampyromorphida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Nautiloidea	Nautiloidea	Nautiloidea	Nautiloidea
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Cephalopoda	Nautiloidea	Nautiloidea	Nautiloidea	Nautilida
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Gastropoda	Gastropoda	Gastropoda	Gastropoda	Gastropoda
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Gastropoda	Caenogastropoda	Caenogastropoda	Caenogastropoda	Caenogastropoda
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Gastropoda	Caenogastropoda	Caenogastropoda	Caenogastropoda	Littorinimorpha
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Gastropoda	Caenogastropoda	Caenogastropoda	Caenogastropoda	Neogastropoda
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Gastropoda	Cocculiniformia (e.g., Cocculinidae	Cocculiniformia (e.g., Cocculinidae	Cocculiniformia (e.g., Cocculinidae	Cocculiniformia (e.g., Cocculinidae
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Gastropoda	Heterobranchia	Heterobranchia	Heterobranchia	Heterobranchia
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Gastropoda	Heterobranchia	Heterobranchia	Heterobranchia	Acochlidioidea
EUKARYOTA	ANIMALIA	BILATERIA	PROTOSTOMIA	Spiralia	Mollusca	Mollusca	Mollusca	Mollusca	Gastropoda	Heterobranchia	Heterobranchia	Heterobranchia	Anaspidea
