OTUId	CM30b51-B	CM30b51-M	CM30b58-C	CM30b58-I	CM30b60-E	CM30b60-M	CM30c-O	CM30c-P	CM30c28-N	CM30c28-P	CM30c30-L	CM30c30-N	CM30c35-B	CM30c35-D	CM30c37-E	CM30c37-L	CM30c39-A	CM30c39-E	CM30c44-B	CM30c44-C	CM30c46-D	CM30c46-O	CM30c51-H	CM30c51-I	CM30c53-B	CM30c53-I	CM30c60-A	CM30c60-B	CM30c62-D	CM30c62-M	CM30d12-H	CM30d12-L	CM30d3-D	CM30d3-L	CM31a5-A	CM31a5-B	LB1-A	LB1-E	LB5-A	LB5-I	Plot1-B	Plot1-L	Plot2-C	Plot2-M	Plot3-H	Plot3-N	Plot4-A	Plot4-N	Plot5-I	Plot5-N	Plot6-I	Plot6-N	Plot7-M	Plot7-N	Plot8-I	Plot8-O
OTU_19;size=10019;	0	0	0	0	0	0	0	0	0	10004	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6457;size=231;	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14103;size=4;	0	0	0	0	0	0	0	0	1	11	0	0	2	12	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_316;size=514;	18	170	43	2	12	0	0	1	0	2	0	0	3	0	1	15	0	0	0	0	5	13	2	0	1	0	0	0	0	0	0	20	31	2	40	99	0	4	0	2	0	0	0	0	0	0	0	3	8	4	1	2	0	1	2	6
OTU_395;size=578;	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_122;size=2539;	132	82	216	180	9	9	74	63	25	49	10	6	85	43	19	77	5	6	8	15	9	78	40	6	34	57	9	33	5	113	15	36	52	168	42	12	19	57	27	87	39	44	5	38	10	32	36	24	28	28	60	31	0	4	17	27
OTU_13;size=13068;	0	2	0	0	1	0	0	0	0	876	28	5961	0	0	1	0	0	0	0	0	0	1	0	0	671	1230	0	0	0	6	520	0	0	1	0	0	9	65	40	0	0	0	0	0	0	1	43	3107	1	0	0	0	0	0	503	0
OTU_13617;size=22;	1	2	8	0	0	0	1	2	29	810	3	1	23	95	1	0	0	3	0	3	1	11	1	1	617	361	0	0	2	23	0	1	0	0	2	2	4	1	4	18	0	0	0	19	4	0	0	0	3	1	1	0	2	1	8	0
OTU_1041;size=174;	62	0	0	3	2	0	5	1194	0	1014	0	0	1	9	92	0	0	0	2	0	0	0	1	0	0	0	1	0	7	0	0	0	1	1	0	1	0	0	0	0	2	1	0	3	0	0	7	0	1	1	0	0	0	1	0	0
OTU_10625;size=655;	123	7	34	92	14	47	5	42	54	116	1	111	92	10	5	177	12	4	1	18	14	197	0	0	21	20	0	1	0	0	15	34	415	10	1	5	15	11	30	5	0	0	7	21	0	86	4	4	85	108	1	20	6	17	6	4
OTU_12180;size=48;	0	3	2	2	0	0	92	23	8	76	0	0	31	20	8	0	0	0	0	0	37	0	0	0	36	70	0	14	20	16	7	0	0	3	81	45	0	0	0	11	0	7	18	131	0	11	0	10	19	0	0	1	0	0	18	2
OTU_12;size=24233;	2172	59	30	251	24	105	915	303	376	424	6	340	571	77	62	786	75	31	305	93	177	1868	369	92	277	789	0	18	1	61	367	368	122	65	241	31	35	27	40	0	0	1	336	109	100	68	331	162	521	1292	4	47	201	39	92	0
OTU_74;size=6403;	17	0	12	0	3	0	29	56	545	487	4	90	0	109	5	55	0	0	0	0	124	206	0	0	1030	583	0	0	41	133	501	41	0	152	0	31	85	28	114	133	0	0	0	78	138	3	0	6	32	25	8	0	0	0	207	186
OTU_9120;size=49;	83	30	115	31	8	5	64	79	222	1152	8	23	87	109	100	12	4	183	3	0	32	713	27	34	94	150	5	59	34	247	98	57	41	92	159	73	148	22	40	103	13	24	41	299	97	10	8	30	31	58	2	4	3	5	77	91
OTU_1012;size=77;	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_265;size=552;	16	102	53	0	0	0	0	3	37	87	0	0	0	0	0	0	0	0	0	0	41	2	0	0	11	87	0	0	0	0	14	1	0	6	2	3	0	11	14	49	0	0	0	1	1	9	0	0	1	0	0	0	0	0	1	0
OTU_327;size=1028;	11	0	72	24	5	0	17	7	17	7	4	2	5	0	1	33	3	9	0	14	0	11	3	0	13	2	0	2	0	1	7	0	32	6	22	3	4	21	37	7	2	4	3	0	1	0	31	9	0	2	0	52	2	0	0	7
OTU_16345;size=1;	0	0	0	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_108;size=6418;	33	52	25	3	64	25	174	194	95	138	0	70	42	41	132	142	173	67	8	42	5	8	125	66	77	92	38	85	395	120	53	30	30	251	98	136	36	176	15	13	0	0	23	201	35	16	9	24	16	19	7	40	65	61	89	123
OTU_9280;size=35;	0	0	5	1	1	3	0	14	17	71	0	2	5	1	4	2	0	5	0	0	0	1	0	1	97	544	0	2	1	4	1	1	1	4	5	0	0	2	0	0	0	0	1	4	2	5	1	33	2	2	1	0	8	6	3	0
OTU_106;size=1648;	0	29	0	0	0	0	0	0	49	943	41	107	2	0	1	0	0	0	0	0	0	0	0	0	217	14	0	0	0	0	52	0	0	0	0	1	27	10	60	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0
OTU_49;size=9464;	3	132	35	0	2	0	616	165	439	1671	1	68	16	0	6	1	0	3	0	0	2	14	10	7	52	74	0	69	48	163	387	167	26	376	2468	381	1	5	6	2	0	0	53	560	3	19	0	45	5	19	0	1	0	0	868	92
OTU_1222;size=273;	0	1	0	0	0	0	0	14	5	214	0	2	0	0	0	3	0	0	0	0	1	0	0	0	30	1	0	31	2	1	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
OTU_4680;size=570;	0	1	111	14	0	0	526	57	15	133	1	0	2	0	1	0	0	0	0	0	1	0	1	0	0	20	0	11	7	7	0	0	0	0	85	11	0	0	1	0	16	0	1	2	0	2	0	0	3	0	0	0	0	0	0	0
OTU_35;size=10699;	0	0	33	135	0	0	206	18	48	835	0	0	21	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	5305	0	0	0	0	0	0	0	0	0	0
OTU_198;size=1455;	55	21	16	3	2	0	0	14	0	18	3	4	0	0	3	23	40	6	20	0	6	174	0	0	0	0	0	0	0	0	17	7	52	2	0	0	3	28	9	30	0	0	28	0	25	0	408	57	4	316	15	20	18	7	1	0
OTU_906;size=344;	0	0	0	0	0	0	0	0	6	88	0	5	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	54	1	0	7	15	0	0	0	0	0	0	3	0	1	0	0	1	0	0	16	15	18	28
OTU_6680;size=89;	0	0	0	0	0	0	0	0	5	362	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_101;size=3321;	67	0	5	2	20	22	10	79	2	39	0	8	0	0	6	226	3	0	0	6	0	10	21	0	14	18	0	0	0	33	77	40	11	1	0	0	3	17	1	1	0	0	0	9	70	0	526	135	20	36	10	5	5	2	42	165
OTU_145;size=3245;	0	0	204	2	0	0	40	6	410	158	0	2	0	152	0	0	0	0	0	0	25	96	0	12	42	64	0	0	7	178	153	14	0	86	65	104	17	0	0	113	0	0	15	806	15	66	2	5	163	3	0	0	0	0	121	76
OTU_83;size=10452;	20	14	18	12	1	2	19	7	54	119	3	5	1	0	4	6	5	7	2	6	1	34	0	0	73	53	1	0	2	15	12	25	15	24	5	7	3	3	13	8	4	2	0	8	9	5	53	7	2	12	2	0	1	0	7	3
OTU_2722;size=20;	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1339;size=323;	59	52	93	46	2	0	34	25	9	31	2	6	45	4	9	1	0	0	0	10	6	11	24	7	19	103	0	33	1	9	12	0	5	1	59	7	7	0	10	5	82	46	3	6	2	0	23	21	3	3	4	40	1	1	7	1
OTU_3026;size=655;	9	1	6	1	10	58	25	33	1	32	0	0	0	0	31	62	31	11	15	9	0	0	3	0	1	1	0	2	0	12	0	20	1	0	8	0	0	5	2	0	0	6	1	0	10	2	50	197	0	2	23	15	4	3	4	2
OTU_31;size=14191;	160	8	92	132	615	227	145	277	7	64	8	47	22	5	494	183	144	440	121	618	1	214	584	69	49	122	23	193	68	62	125	364	282	50	190	118	17	153	8	102	192	223	748	48	2581	55	39	342	137	799	145	86	69	54	391	1679
OTU_10909;size=13;	0	0	0	0	0	0	21	0	17	108	0	38	0	0	0	0	0	0	0	0	0	0	0	0	52	50	0	1	0	0	2	3	0	3	0	0	52	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
OTU_15033;size=7;	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	15	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
OTU_9251;size=16;	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11250;size=1;	0	0	0	0	0	0	0	43	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9585;size=22;	0	0	0	9	0	0	3	4	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1696;size=35;	0	0	0	0	0	0	0	0	5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3532;size=2716;	0	0	0	1	0	0	4081	0	3	276	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	618	0	0	37	0	0	0	0	493	6505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2231;size=23;	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_63;size=5665;	0	0	0	0	0	13	12	0	0	31	0	0	69	0	0	35	0	0	0	0	0	0	0	0	12	132	0	22	0	196	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3140
OTU_13719;size=2;	0	0	0	0	0	0	2	0	0	51	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
OTU_229;size=2778;	1	32	170	239	0	0	544	378	66	216	0	10	13	1	0	0	0	0	0	1	0	12	0	2	56	224	2	32	6	14	7	0	2	4	358	5	9	0	2	11	2	0	0	20	0	8	0	46	12	0	0	5	0	0	1	0
OTU_157;size=1576;	0	0	21	3	0	0	851	0	40	138	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	89	52	0	0	0	0	20	2	0	7	0	0	0	1	0	0	7	39	0	16	10	1	0	0	0	0	7	0
OTU_293;size=1618;	4	30	190	26	1	0	63	45	22	190	8	22	0	0	11	13	2	24	0	0	22	4	4	2	9	23	3	4	14	10	47	7	7	6	189	41	15	40	4	23	0	0	12	30	2	21	0	5	28	0	1	11	3	3	34	55
OTU_1221;size=104;	0	15	1	1	0	0	0	0	4	15	0	0	0	0	0	0	0	0	0	0	0	44	0	0	4	9	0	0	0	1	2	4	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
OTU_9230;size=2;	0	13	0	0	0	0	220	57	20	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	20	1	7	0	0	0	0	2	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	3	0
OTU_754;size=178;	0	0	2	18	0	0	21	98	10	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_6679;size=11;	0	0	6	9	1	0	5	2	10	2	0	0	21	7	2	0	2	3	0	0	3	10	3	2	4	8	0	4	1	1	3	1	5	0	3	0	0	10	17	2	1	3	0	5	0	0	9	0	0	0	0	0	0	0	0	2
OTU_15003;size=5;	0	8	9	10328	3	0	625	253	21	215	0	0	252	872	0	5	4	12	1	0	0	4	0	7	5	6	10	3	36	2	0	8	3	1	7	33	0	0	0	4	3	2	107	34	13	22	1	1	17	0	0	0	3	4	65	7
OTU_9294;size=5;	0	0	7	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9663;size=39;	37	3	8	91	29	15	1	84	173	118	0	1	306	232	39	22	0	21	0	2	20	4	0	0	217	130	2	9	2	43	66	61	2	0	0	0	0	0	0	0	0	0	0	15	0	18	13	6	152	5	0	6	11	6	1	48
OTU_11468;size=1;	0	0	1	0	0	0	1	1	5	46	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	3	1	2	8	0	1	155	21	0	0	0	0	0	0	0	13	1	0	0	1	0	1	0	0	0	0	22	1
OTU_371;size=1067;	0	25	47	53	0	0	112	41	4	25	0	2	195	81	0	0	0	0	0	0	1	10	0	0	24	0	0	0	2	1	1	0	0	0	29	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_755;size=176;	0	0	0	2	0	0	0	0	8	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	23	0	0	0	38	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_214;size=1951;	3	11	6	3	1	1	51	123	76	75	9	1	0	0	0	17	0	0	0	0	35	0	0	0	82	50	0	233	0	13	14	1	0	0	56	2	2	0	8	66	0	0	1	0	0	0	0	13	0	0	0	0	0	0	20	0
OTU_1084;size=141;	0	0	0	0	0	0	0	7	0	3	0	0	8	1	0	0	0	0	0	0	0	49	0	7	3	0	0	0	0	3	0	0	0	1	0	1	0	0	2	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
OTU_499;size=592;	39	34	0	6	0	0	4	1	11	190	0	0	0	0	0	6	0	0	0	0	0	6	0	0	17	21	0	3	0	0	3	3	4	38	0	0	0	76	9	3	0	0	0	0	9	3	0	0	0	4	0	0	0	0	1	2
OTU_91;size=4106;	3	40	19	3	0	1	133	45	124	43	1	10	19	0	2	2	0	49	3	3	11	0	3	3	176	964	17	31	0	4	198	6	9	15	54	4	29	8	2	30	49	8	13	71	2	28	5	12	1	0	3	0	14	19	13	14
OTU_855;size=110;	3	13	0	0	0	0	0	0	2	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_683;size=2064;	1	0	5	0	0	0	114	21	93	36	1	0	0	0	0	7	1	0	1	0	0	0	1	200	44	221	0	30	0	2	129	5	3	0	3	0	0	8	0	52	0	1	0	0	0	0	1	9	1	0	3116	3	1	0	0	284
OTU_992;size=68;	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17932;size=1;	74	61	327	514	1	1	3	29	30	110	3	0	39	8	0	15	6	1	3	19	6	71	55	30	1	46	2	18	77	66	15	9	4	1	90	129	2	2	3	30	102	226	203	285	43	50	38	8	42	20	5	67	0	0	2	3
OTU_6050;size=322;	0	0	0	0	0	0	0	31	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	51	0	30	0	0	0	0	0	622	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3160;size=135;	0	0	0	1	4	0	17	0	2	1	0	0	0	0	0	0	8	5	0	0	0	1	0	0	0	0	0	1	1	0	2	0	1	0	14	7	0	8	0	1	9	2	0	1	0	0	5	0	0	4	1	11	1	2	0	1
OTU_2744;size=261;	0	1	2	0	0	0	2	0	8	219	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	110	0	0	0	1	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
OTU_1104;size=141;	0	0	14	0	0	0	3	0	0	19	0	0	32	29	0	0	0	0	0	0	0	0	7	0	0	0	0	4	3	4	0	0	0	5	0	0	0	0	0	0	0	1	0	13	0	6	0	0	0	0	0	0	0	0	1	0
OTU_2182;size=32;	4	1	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	6	0	2	0	0	0	0
OTU_249;size=1356;	2	0	19	16	0	1	136	56	30	58	2	16	0	2	0	1	0	2	0	3	1	1	7	13	12	4	2	82	1	4	85	0	17	1	42	12	7	6	9	38	3	21	0	11	0	4	12	9	9	0	0	2	2	0	1	1
OTU_9295;size=82;	0	0	0	2	0	2	88	1	10	98	0	1	0	0	109	4	0	27	0	1	0	0	0	0	4	30	0	0	3	5	1	1	0	6	1	0	0	0	0	0	0	0	1	5	1	1	0	2	0	2	0	0	12	2	3	3
OTU_174;size=1173;	19	0	17	11	23	3	13	0	1	2	0	1	8	96	141	396	0	1	9	53	0	15	18	1	0	0	2	1	0	1	3	10	38	9	0	9	0	18	0	42	28	10	0	2	3	7	18	9	9	28	4	49	33	1	2	9
OTU_400;size=311;	0	0	0	0	0	0	292	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9592;size=7;	0	0	1	0	0	0	0	0	367	123	2	8	0	0	0	0	0	0	0	0	1	470	0	0	83	724	0	0	0	45	1	0	0	0	0	0	17	17	0	567	0	0	0	0	0	6	0	0	0	0	0	0	0	0	63	0
OTU_7080;size=50;	13	7	5	6	0	0	0	0	0	13	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	2	4	0	0	0	0	3	0	44	0	0	9	1	0	0	0	0	0	2	7	2	0	0	1	0	0	0	1	0	0	0
OTU_9714;size=10;	0	0	462	69	0	0	212	32	81	60	0	16	0	0	0	0	0	9	0	0	5	0	0	1	18	18	0	64	0	0	17	3	3	8	60	13	8	21	1	27	1	0	0	0	0	0	0	9	17	0	0	6	0	0	16	8
OTU_2225;size=381;	14	6	12	5	61	1	2	8	0	8	1	2	0	3	10	17	18	2	3	5	0	1	2	0	4	3	0	4	0	0	0	7	25	0	6	3	2	35	3	4	5	3	0	1	0	2	27	11	0	17	6	108	5	13	1	3
OTU_1685;size=146;	0	0	3	30	0	1	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	2	0	0	0	0	2	2	0	2	3	0	0	0	2	0	0	0	0	0	0	0
OTU_10252;size=17;	0	0	3	0	0	0	32	0	27	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1347;size=54;	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2342;size=17;	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10165;size=17;	4	0	1	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	8	0	0	1	2	0	0	0	0	0	4	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_284;size=779;	0	81	0	0	0	0	2	102	62	30	1	24	0	0	0	0	0	0	0	0	6	2	0	0	62	136	0	11	0	0	62	20	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	71	0	0	3	0	0	0	1	0
OTU_13630;size=1;	228	32	695	163	14	3	291	114	58	62	0	2	1362	108	7	134	2	26	34	7	38	103	7	20	123	257	24	70	20	99	611	52	243	257	344	63	0	36	1	9	12	216	15	485	107	210	174	37	340	9	34	265	19	12	117	241
OTU_9900;size=6;	16	13	153	159	3	0	5	8	3	37	0	2	59	37	0	49	0	13	1	0	2	15	0	2	28	88	0	16	7	87	12	0	14	28	37	25	0	5	1	3	1	3	7	4	7	13	11	28	6	0	0	34	3	0	0	0
OTU_1942;size=29;	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4919;size=102;	0	34	70	2	0	0	2	1	3	10	0	2	0	2	0	16	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	9	10	33	128	0	9	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1430;size=51;	0	0	0	0	0	0	3	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0
OTU_10;size=14821;	14	1269	1014	1168	1	0	143	139	161	11	380	2163	4	2	4	3	0	12	0	1	1025	643	4	3	1339	236	1	14	2	0	436	69	16	15	232	17	955	748	1599	641	0	2	2	7	4	15	0	94	17	6	7	1	6	0	163	13
OTU_6925;size=130;	0	0	0	0	42	0	0	3	0	1	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	7
OTU_9284;size=5;	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17210;size=1;	0	0	0	1	67	6	1	0	0	19	0	0	3	5	142	27	0	0	0	0	4	79	0	0	0	0	0	0	0	0	1	21	2	3	0	2	0	0	0	0	0	0	2	10	48	0	0	0	1	62	0	9	12	3	3	14
OTU_591;size=554;	0	0	0	0	0	0	25	6	29	128	8	0	5	33	0	0	0	0	0	0	0	0	0	0	50	142	0	0	0	57	62	0	0	39	0	0	1	4	1	46	0	0	0	25	0	0	0	13	0	0	0	0	0	0	1	39
OTU_1442;size=108;	1	2	9	0	0	0	7	4	2	21	0	0	1	3	1	2	0	0	0	0	0	0	0	0	1	4	0	8	1	0	0	0	7	0	0	0	1	5	0	0	0	0	6	4	0	2	6	1	0	0	0	1	0	0	0	0
OTU_7312;size=12;	0	0	0	0	0	0	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0
OTU_5086;size=496;	93	8	48	37	4	31	2	17	44	26	0	60	51	4	6	96	2	12	0	11	19	109	0	0	10	12	0	0	1	2	10	19	266	7	3	7	9	7	7	1	0	0	3	12	0	45	1	2	44	52	0	9	1	9	24	18
OTU_14905;size=3;	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_351;size=1915;	34	11	38	16	14	0	24	23	19	5	5	16	20	5	11	29	19	6	22	24	9	55	3	2	7	1	1	1	7	5	18	18	77	17	25	10	28	30	50	71	8	12	5	7	6	2	63	16	12	9	20	16	42	16	10	6
OTU_9352;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14799;size=51;	14	34	13	29	38	10	21	9	2	98	1	5	3	0	9	116	1	19	2	3	11	58	53	4	21	34	0	0	6	3	29	57	113	61	2	2	0	52	5	200	14	84	7	25	26	3	83	86	7	16	13	207	6	2	13	52
OTU_11766;size=31;	8	3	37	8	1	0	18	6	6	2	0	0	78	7	0	7	0	1	2	0	1	6	1	0	6	18	1	2	1	6	42	3	16	7	25	4	0	1	0	0	2	12	1	21	6	14	12	2	27	3	3	14	2	1	8	11
OTU_9351;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_168;size=2593;	41	19	95	26	13	0	25	29	5	20	0	4	14	4	18	29	2	5	5	21	2	65	36	10	8	13	4	29	1	1	14	6	35	25	16	8	5	23	10	6	56	61	24	9	14	8	130	11	12	30	9	48	6	2	1	3
OTU_6942;size=9;	0	0	0	1	0	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2464;size=27;	0	5	0	8	0	0	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_9350;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9239;size=37;	0	3	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
