,Plot1-B,Plot1-L,Plot2-C,Plot2-M,Plot3-H,Plot3-N,Plot4-A,Plot4-N,Plot5-I,Plot5-N,Plot6-I,Plot6-N,Plot7-M,Plot7-N,Plot8-I,Plot8-O,Plot9-L,Plot9-N,Plot10-A,Plot10-E
SRR1706078.37118,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
SRR1706128.1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SRR1706128.8105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SRR1706078.11528,0,0,1,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,1
SRR1706063.10714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.37797,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR1706083.57917,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SRR1706078.11171,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SRR1706103.4753,0,0,0,0,0,0,1,0,0,5,1,0,0,0,2,0,0,3,0,0
SRR1706093.6809,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706083.41805,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
SRR1706083.22816,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706083.56774,0,0,0,0,0,0,1,4,2,1,9,1,0,0,1,0,0,0,0,0
SRR1706073.22942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.22035,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706063.22981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.31550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706048.17546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.40203,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.13732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.31099,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.29912,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706043.40503,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706078.34338,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706038.16752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.27475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706118.23740,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706118.20427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRR1706063.6006,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.37294,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.29874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706083.23522,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706063.7915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.22651,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.16362,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
SRR1706063.23575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.17865,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706123.28280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706128.6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706083.18855,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR1706128.2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706083.21726,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706123.28654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706063.24593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.50704,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SRR1706113.8098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
SRR1706103.8276,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
SRR1706083.36693,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
SRR1706073.16241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.36517,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.1169,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
SRR1706128.780,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
SRR1706043.15180,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.10171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706063.9334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.20629,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706048.23540,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.31292,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SRR1706078.10480,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706083.8528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706083.33568,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR1706128.6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SRR1706058.21328,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.30370,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
SRR1706083.58419,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706088.20482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706033.3204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.18388,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.48527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706118.16952,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
SRR1706063.5292,0,1,0,0,0,0,4,0,3,0,4,0,0,2,0,0,0,0,2,0
SRR1706128.1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706083.13393,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR1706088.30093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706063.2191,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.43969,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706118.3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
SRR1706128.5589,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2
SRR1706088.23115,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706063.6718,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706098.1428,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SRR1706088.17548,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706073.39337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.28510,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706078.22014,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
SRR1706078.25223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706038.5297,0,2,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0
SRR1706123.29913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706063.29848,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.27212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706118.22229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706053.788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.71074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706103.9674,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
SRR1706073.29156,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
SRR1706083.4182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706088.12628,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706073.31948,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
SRR1706063.17381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.10869,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.41970,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.14736,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.2696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.20013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.34685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706043.60174,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
SRR1706083.10346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706108.5670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SRR1706068.12926,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706038.2574,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
SRR1706118.35003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRR1706123.7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706073.31103,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.2375,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0
SRR1706078.11174,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706083.38341,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706038.8398,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706083.43101,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706063.39118,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706118.33866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
SRR1706038.5990,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706088.18634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706078.20112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706043.38136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.34289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706043.15265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706048.27090,0,2,1,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
SRR1706118.32778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRR1706123.10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706123.14405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706033.4947,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706123.9452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706063.5822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.54819,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706063.19691,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.19644,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706043.49456,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706033.4604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.44242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706083.37525,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0
SRR1706123.18541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706083.25763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706063.17818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.40720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706068.1060,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,5,0
SRR1706083.40938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706033.4642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706048.23192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.17302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.14024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.2279,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.13553,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706123.28345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706083.25465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706123.19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706063.16808,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.18628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.28295,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0
SRR1706058.24228,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706058.6000,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.16619,0,3,0,0,0,1,2,0,2,4,2,0,0,0,0,0,0,0,0,0
SRR1706123.16424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706083.48975,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706123.31688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706073.30307,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.16576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706118.32373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SRR1706078.3534,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706078.49234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706078.37337,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SRR1706063.30918,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.21447,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706063.34904,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.32368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.28016,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706078.6977,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706033.1803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.17611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.64015,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.24442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706123.22023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706068.6406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.12875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706068.3965,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706058.7867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.38369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.51839,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706063.37741,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.15385,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.23843,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706058.8316,0,0,2,0,0,9,0,0,2,3,1,0,0,0,0,0,0,0,0,0
SRR1706063.34399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.25608,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706063.30318,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.49679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706123.31094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SRR1706073.29155,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
SRR1706063.28884,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.37688,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706083.26031,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706063.3620,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
SRR1706088.15499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706083.31601,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SRR1706083.20438,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706078.7394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706063.25341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.26172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.32996,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.25586,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.22542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706078.19880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706063.38776,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706113.43641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706083.11947,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706043.11424,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.56965,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706063.29749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.15767,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706083.8928,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SRR1706063.19967,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706068.3627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.33265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706128.7481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SRR1706088.31866,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1706123.28289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706038.16363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.16403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706078.46934,0,0,0,2,0,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0
SRR1706038.22125,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706083.31017,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR1706113.28782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706113.27830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706078.28866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706063.19250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706068.16026,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706113.43440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0
SRR1706043.49557,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706058.18119,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.21594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706113.18885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706058.11926,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.4153,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
SRR1706043.27363,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.16458,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706118.11613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRR1706043.53013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.81972,0,0,1,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,0
SRR1706043.64154,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SRR1706123.9683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706063.8242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.9259,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
SRR1706118.18125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SRR1706068.12872,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706123.26324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706083.43943,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706078.35664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706113.43587,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0
SRR1706073.19526,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706068.3093,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706068.6443,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706113.18091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706063.5821,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.6981,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706113.27237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
SRR1706083.35265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706063.14006,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.13805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706113.3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
SRR1706073.34284,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706048.3621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706128.1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SRR1706043.25658,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.49799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706033.815,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706088.30310,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706078.34984,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
