,Plot1-B,Plot1-L,Plot2-C,Plot2-M,Plot3-H,Plot3-N,Plot4-A,Plot4-N,Plot5-I,Plot5-N,Plot6-I,Plot6-N,Plot7-M,Plot7-N,Plot8-I,Plot8-O,Plot9-L,Plot9-N,Plot10-A,Plot10-E
SRR1706038.10291,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706078.19631,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706038.16106,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706038.16595,1,4,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0
SRR1706083.24021,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0
SRR1706038.848,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706073.41901,0,0,0,0,0,1,0,0,2,0,6,0,0,0,0,0,0,0,0,0
SRR1706063.25866,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706068.13896,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.23612,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706038.17430,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706038.19738,0,10,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0
SRR1706058.12163,0,1,0,1,0,4,1,0,0,2,0,2,0,0,0,0,0,0,4,0
SRR1706063.2305,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.12228,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706063.16922,0,0,0,0,0,0,6,7,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706078.37314,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706128.8238,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SRR1706038.5437,0,5,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0
SRR1706063.12331,0,2,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0
SRR1706048.14048,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SRR1706038.10342,0,4,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0
SRR1706043.67627,0,0,18,4,1,4,0,0,0,0,0,0,0,1,0,1,0,2,0,0
SRR1706123.24382,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,5,0
SRR1706068.10031,0,1,0,0,0,0,4,8,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706058.16665,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0
SRR1706058.8628,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.45166,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.26851,0,0,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0
SRR1706038.2283,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SRR1706063.25468,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706098.4740,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
SRR1706123.16965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0
SRR1706128.247,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,2
SRR1706123.32203,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0
SRR1706063.21173,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.74070,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.3485,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0
SRR1706043.37363,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.42810,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
SRR1706063.26584,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.35708,1,1,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0,0,1,0
SRR1706048.1773,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706048.7478,1,5,2,5,0,0,5,5,0,1,2,0,0,0,0,0,0,0,0,0
SRR1706128.6362,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
SRR1706063.42260,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.9974,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0
SRR1706078.50571,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0
SRR1706063.2038,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.42640,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.40806,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SRR1706063.17743,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706038.18465,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706043.9000,1,433,835,736,1,62,12,10,315,364,55,11,1,0,0,0,4,4,3,0
SRR1706078.24008,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
SRR1706048.24393,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.29258,0,5,114,3,7,42,0,0,9,5,60,28,8,3,4,8,0,26,9,2
SRR1706038.21371,0,2,4,0,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0
SRR1706048.31016,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.39960,0,3,0,1,0,2,1,0,5,6,0,0,0,0,0,0,0,0,3,1
SRR1706063.14827,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.20650,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.41322,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706058.5591,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.51364,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SRR1706043.67441,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706113.4244,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,4,0,4,0
SRR1706078.36753,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SRR1706083.12848,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SRR1706058.31168,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706073.24464,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0
SRR1706043.64548,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
SRR1706043.76611,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.7133,0,43,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,4,0,0
SRR1706083.26684,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0
SRR1706073.35703,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706118.7878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0
SRR1706123.12722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SRR1706068.7196,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.16279,2,1,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0
SRR1706068.13460,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.13004,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.39445,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.20012,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706063.26446,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.11738,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706068.11001,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.32594,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,2,0
SRR1706043.46238,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706123.28126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
SRR1706073.38956,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
SRR1706078.34596,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SRR1706078.5190,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SRR1706063.13303,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.36846,1,3,0,0,0,0,5,0,0,5,0,2,0,0,0,0,0,0,0,0
SRR1706078.47163,0,0,4,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0
SRR1706083.3986,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0
SRR1706123.3294,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0
SRR1706053.4416,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.24946,0,0,0,2,0,1,3,0,2,0,9,1,0,0,3,0,0,0,1,0
SRR1706068.7905,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.4499,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2
SRR1706073.23693,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SRR1706058.26313,0,0,1,3,0,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0
SRR1706048.29396,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706038.269,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.42876,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SRR1706043.81592,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706058.8594,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706083.21828,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
SRR1706083.53411,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0
SRR1706038.8558,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706063.24841,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0
SRR1706058.23366,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.14459,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706063.17048,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706123.9979,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0
SRR1706113.40832,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0
SRR1706063.37775,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.36046,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0
SRR1706083.43944,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
SRR1706128.4364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SRR1706078.10015,0,2,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SRR1706038.20761,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706038.14239,0,9,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706103.7561,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
SRR1706128.4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SRR1706118.34600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
SRR1706063.27425,0,2,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0
SRR1706078.49564,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,0,1
SRR1706043.79549,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SRR1706123.12395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706038.16448,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.19684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
SRR1706113.3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
SRR1706038.21984,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706038.20838,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706043.47054,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.11271,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.28755,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706063.15465,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.28433,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR1706123.30054,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0
SRR1706078.9565,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706118.8768,0,0,40,9,1,0,0,0,0,19,19,0,0,5,2,17,0,68,0,0
SRR1706078.29261,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
SRR1706043.22846,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.60813,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SRR1706113.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
SRR1706103.8263,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0
SRR1706073.1615,0,1,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0
SRR1706078.43786,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706038.22727,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706068.5455,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706113.13529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
SRR1706058.20611,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706113.1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SRR1706058.580,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706098.3962,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0
SRR1706058.21053,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.6814,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.41775,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.6285,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706083.24559,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
SRR1706088.24553,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0
SRR1706073.7939,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0
SRR1706123.12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
SRR1706073.17847,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
SRR1706048.11822,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.28496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
SRR1706038.17809,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706123.19491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
SRR1706068.11800,0,1,0,0,0,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0
SRR1706078.25499,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706113.38117,0,0,17,25,2,0,0,1,2,31,22,26,0,9,0,0,21,0,8,4
SRR1706048.9597,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706048.14373,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706118.40412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
SRR1706118.1653,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,0,2
SRR1706128.5324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
SRR1706113.1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
SRR1706118.22245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SRR1706078.6323,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706078.37339,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706073.31630,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.12875,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
SRR1706078.53000,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
SRR1706128.7633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SRR1706083.3262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
SRR1706123.26558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706068.14939,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0
SRR1706083.23128,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706073.1801,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.2145,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
SRR1706128.6623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1
SRR1706043.69077,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706098.4435,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,1
SRR1706083.49754,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
SRR1706043.33410,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.5349,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.31278,0,3,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0
SRR1706048.33552,1,38,0,150,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
SRR1706063.25961,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.5507,0,0,0,2,0,0,14,0,0,5,10,0,0,0,0,0,0,2,0,0
SRR1706068.11067,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706043.38989,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706063.5987,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.27739,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SRR1706058.28325,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.2890,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706128.5573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SRR1706048.26162,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.2169,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706038.1879,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706103.6450,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0
SRR1706068.9996,0,0,0,0,0,1,14,23,15,1,1,32,0,0,0,0,0,0,0,0
SRR1706038.1895,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706118.12025,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0
SRR1706063.8509,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706103.4100,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
SRR1706083.40932,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
SRR1706068.6905,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.28007,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706063.30362,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
SRR1706113.12102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
SRR1706043.28074,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SRR1706073.16442,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SRR1706083.18269,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
SRR1706063.36197,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706068.4004,0,0,0,0,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706063.39589,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1706063.27345,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.22480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706068.12417,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,40,1,0,0
SRR1706033.2812,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.16806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
SRR1706063.8163,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0
SRR1706048.26101,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706128.4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SRR1706118.34269,0,1,24,0,2,0,4,0,0,1,3,0,0,0,0,0,1,8,8,9
SRR1706043.74567,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.14232,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706123.13268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706063.24986,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.46997,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.13726,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
SRR1706128.4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SRR1706043.57637,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706078.13522,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706038.23135,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706113.3879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
SRR1706113.1484,0,0,5,0,0,15,8,0,1,0,24,3,0,2,0,1,42,14,21,0
SRR1706043.80012,0,0,3,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706038.4365,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SRR1706083.4514,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0
SRR1706078.13972,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706063.7047,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.32778,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
SRR1706083.27252,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
SRR1706078.52700,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SRR1706063.14308,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706058.4409,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706088.29079,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SRR1706118.38566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0
SRR1706063.7087,0,2,0,2,0,0,35,8,0,7,5,0,0,1,0,1,0,3,0,1
SRR1706123.11299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SRR1706063.6511,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706038.10983,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706073.40806,0,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0
SRR1706088.3543,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
SRR1706083.51162,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
SRR1706033.1789,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706123.14329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
SRR1706123.11433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
SRR1706083.45789,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SRR1706083.43138,0,0,0,0,0,0,4,0,0,1,2,1,0,0,1,0,0,0,0,0
