,Plot1-B,Plot1-L,Plot2-C,Plot2-M,Plot3-H,Plot3-N,Plot4-A,Plot4-N,Plot5-I,Plot5-N,Plot6-I,Plot6-N,Plot7-M,Plot7-N,Plot8-I,Plot8-O,Plot9-L,Plot9-N,Plot10-A,Plot10-E
SRR1720795.4898,0,0,13,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.737,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.1708,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.6421,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720794.7295,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720806.4120,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0
SRR1720796.606,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SRR1720795.1751,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720812.4771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
SRR1720802.3454,0,0,0,0,0,0,0,0,11,18,13,1,0,0,0,0,0,0,0,0
SRR1720796.4128,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720794.6230,1,2,0,16,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SRR1720809.3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
SRR1720798.4188,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720808.2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
SRR1720811.1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
SRR1720796.6050,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.3093,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.6806,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720806.4817,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,2,0,0
SRR1720798.3477,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0
SRR1720797.3159,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720809.3619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
SRR1720808.3695,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR1720794.1791,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720807.5219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
SRR1720796.1142,0,0,4,11,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
SRR1720796.2665,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.3716,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.6898,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.1618,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1720806.4537,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
SRR1720799.3533,0,0,3,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.2623,0,0,0,39,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.5227,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.1292,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.1385,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720804.2648,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
SRR1720811.3486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
SRR1720811.2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
SRR1720795.6652,0,0,17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720794.3485,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.3622,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720807.2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
SRR1720798.3567,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.4579,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720806.4574,3,0,0,0,0,0,5,0,3,0,4,1,0,5,0,0,0,0,0,0
SRR1720799.5446,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1720795.3183,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.3604,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720794.1970,2,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.1516,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720803.2209,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
SRR1720795.2182,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.4257,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.4301,0,0,0,0,24,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720812.2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SRR1720800.5870,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.7339,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.4350,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720802.1799,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,31,0,0,0
SRR1720796.6014,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720807.4589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
SRR1720795.1666,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.5635,0,1,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0
SRR1720795.4584,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.1465,0,0,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720794.7043,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.2386,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.5375,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.814,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.2148,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720810.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0
SRR1720801.3123,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,1,0
SRR1720795.3976,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720811.2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5
SRR1720795.817,0,0,6,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1720799.1714,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720810.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
SRR1720806.3094,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
SRR1720798.1458,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.2953,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.6018,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.2344,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720806.5492,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
SRR1720809.1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
SRR1720803.3760,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SRR1720808.4780,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0
SRR1720796.5099,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.6593,0,0,11,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SRR1720799.3807,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.4369,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.6244,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.3180,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.6842,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720804.2138,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
SRR1720794.2586,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.5174,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720806.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
SRR1720795.3905,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1720799.6305,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.6423,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.3962,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.1609,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.3846,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.3457,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.3749,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.3745,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.4682,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.4497,0,0,0,32,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0
SRR1720796.4738,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720808.5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SRR1720798.6626,0,0,0,3,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0
SRR1720796.1769,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720801.2406,0,0,0,0,0,0,2,3,9,2,0,0,0,0,0,0,0,0,0,0
SRR1720796.6320,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720810.4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2
SRR1720795.2971,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720794.2799,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720806.3932,0,0,10,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0
SRR1720801.3634,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SRR1720811.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
SRR1720795.1188,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720808.1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
SRR1720798.6448,0,0,0,0,0,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SRR1720804.457,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SRR1720796.4946,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.4484,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.856,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SRR1720795.3182,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.6282,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720797.1342,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.2386,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SRR1720795.5898,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720807.1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,15,0,0,0,0
SRR1720802.2566,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SRR1720811.4408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
SRR1720800.4770,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.5813,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.1801,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.2210,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.5827,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.4263,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1720795.2267,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.6791,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.926,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720797.2985,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR1720795.4765,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1720800.5746,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.2795,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720801.1447,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SRR1720801.1586,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.1809,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720801.3599,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.2684,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.2384,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.699,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720803.3661,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
SRR1720800.4306,0,0,0,4,0,0,0,11,0,0,1,0,0,0,0,0,0,0,6,0
SRR1720798.1113,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.6659,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.2387,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.1189,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.1738,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720800.5084,0,5,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0
SRR1720796.5856,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.5857,0,0,0,61,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.5354,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720810.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
SRR1720800.6716,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720808.3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
SRR1720795.6104,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.695,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720800.6796,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720809.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
SRR1720794.3564,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720808.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SRR1720810.590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SRR1720808.2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
SRR1720794.3555,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.2266,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720812.3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SRR1720812.4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SRR1720794.4099,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720801.2924,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.3751,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.3058,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720809.3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
SRR1720794.656,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720794.1717,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720804.2726,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
SRR1720801.3754,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1720801.3001,0,0,0,0,0,0,0,0,63,0,66,0,0,0,0,0,0,0,0,0
SRR1720799.868,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720803.3847,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SRR1720796.3475,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.3372,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.6736,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.1940,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720808.5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
SRR1720795.1838,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.1366,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.1247,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.5507,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720810.4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
SRR1720805.2202,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
SRR1720807.1774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SRR1720798.3584,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.1809,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.5591,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1720799.1043,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720810.980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
SRR1720799.3406,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.4442,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1720801.3344,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
SRR1720804.1339,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
SRR1720807.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SRR1720795.2937,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720810.1824,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,0,0
SRR1720796.6087,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1720795.7540,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.3361,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720794.2135,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.4463,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SRR1720794.2151,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.2783,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.2203,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1720795.2016,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.4865,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.3788,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720809.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
SRR1720801.963,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.5869,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1720798.4560,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.6918,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720802.3929,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
SRR1720808.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SRR1720795.4522,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.4663,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRR1720797.5847,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.2519,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.1639,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720803.1832,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
SRR1720799.5172,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.2004,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720793.7514,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.2764,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720800.6172,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720796.3425,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.6121,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720808.4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
SRR1720800.3734,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.7380,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720801.3059,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1720801.3620,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,0,0,0,0
SRR1720808.1459,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1
SRR1720812.622,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1720799.1246,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.649,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.5047,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.4060,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720808.2774,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SRR1720812.2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29
SRR1720798.3645,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1720797.1741,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720797.1196,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1720803.4381,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR1720795.4156,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.5187,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.3666,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.2592,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720801.1718,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1720811.2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
SRR1720795.3316,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720798.335,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720799.5115,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1720795.2650,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
