OTU_id	CM30c60-A	CM30c37-L	CM30c28-N	CM30c28-P	CM30c60-B	Plot04-A	Plot08-I	CM30b58-C	CM30c30-L	CM30b60-M	Plot03-N	LB5-A	CM30c53-I	CM30c62-D	Plot07-N	CM30c37-E	Plot07-M	Plot05-I	CM30c39-A	LB1-E	CM30c30-N	CM30c62-M	CM30d12-L	Plot03-H	CM30c44-B	CM30c39-E	LB1-A	CM30c51-H	Plot08-O	CM30c35-D	CM30b60-E	CM30c-O	CM30c46-O	CM30b51-B	CM30b58-I	CM30d12-H	LB5-I	CM30c44-C	CM30d3-D	CM30d3-L	CM30c51-I	CM31a5-B	Plot05-N	Plot01-B	CM31a5-A	Plot04-N	CM30c53-B	CM30c35-B	Plot06-N	Plot06-I	Plot02-C	Plot01-L	CM30c46-D	Plot02-M	CM30c-P	CM30b51-M
M01895_13_000000000-ABYEE_1_1101_19426_25763|gene_ITS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6512	0
M01895_13_000000000-ABYEE_1_1106_11546_6386|gene_ITS	0	3	0	1	0	30	0	8	11	50	0	822	5	0	0	1	0	0	0	0	19	0	5	0	0	0	14	0	0	1	0	0	1	1	0	4	2859	2	23	1	0	0	0	0	0	440	0	0	3	0	0	0	2	0	5	0
M01895_13_000000000-ABYEE_1_2101_15632_10090|gene_ITS	0	0	0	1	0	0	0	0	0	0	0	0	4552	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_21031_16827|gene_ITS	0	0	2	0	0	1	4841	0	1	2	0	75	0	0	0	1	0	0	95	0	0	147	3	0	0	0	54	0	0	0	0	1	0	737	0	21	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	4	15
M01895_13_000000000-ABYEE_1_1101_13459_3864|gene_ITS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	8997	0	0	3	0	1254	0	1	0	0	0	0	2	0	0	0	0	2	1	0	0	3	1	2	0	2	0	0	0	0	0	0	1	0	0	4	0
M01895_13_000000000-ABYEE_1_1101_20407_23852|gene_ITS	0	0	0	0	0	0	1	0	0	186	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	7303	0	0	0
M01895_13_000000000-ABYEE_1_1103_18395_19214|gene_ITS	0	0	0	60	92	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	2	1934	171	0	0	2	0	0	9244	0	4	4	1	0	0	2	0	0	2	1	1	0	0	0	0	2	22	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_15275_2517|gene_ITS	69	60	105	8	28	2	503	27	1	86	8	1	57	667	39	59	12	608	0	0	18	564	293	122	1	6	1	0	432	485	3	50	336	86	2	39	1	2	1	531	10	111	228	0	488	62	152	170	0	0	2	0	18	1176	162	3
M01895_13_000000000-ABYEE_1_1110_22383_6290|gene_ITS	0	0	0	1	0	0	6	0	3243	0	0	29	1	1	0	0	0	0	0	0	313	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_26185_20338|gene_ITS	0	0	0	0	0	5	3	0	0	0	0	4	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	0	0	2	0	0	0	0	0	0	29	2974	0	1	1	0	0	28	0	1	291
M01895_13_000000000-ABYEE_1_1101_12913_3734|gene_ITS	0	0	0	0	0	0	0	0	0	1	0	0	2	1959	0	0	0	678	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5206	0	0
M01895_13_000000000-ABYEE_1_1101_16556_2154|gene_ITS	0	0	6650	0	0	2	1	0	1	3	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_16298_1375|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1960	0	0	0	1	0	242	0	1	2	24	2773	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_2109_15448_16769|gene_ITS	0	0	0	0	0	30	0	1	1	0	2	0	342	0	0	0	0	0	0	0	2	0	1461	0	0	0	0	0	2	0	0	0	0	0	0	1138	1	0	1	0	1	0	2	0	0	616	205	1	0	0	0	0	671	0	1	0
M01895_13_000000000-ABYEE_1_1113_2595_18093|gene_ITS	0	0	1	0	0	227	1	3	2	0	0	0	0	2	0	0	0	0	3102	0	0	0	0	0	624	0	12	7464	0	0	0	4	2	0	0	7	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_6155_11206|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	114	0	0	0	2759	0	0	0	73	1	86	990	0	0	0	0	0	0	2	1	0	2	1	0	6	0	0	1
M01895_13_000000000-ABYEE_1_1101_12642_1956|gene_ITS	2	82	0	0	1	0	0	0	0	0	0	2	0	0	0	1922	0	0	0	0	0	0	146	0	0	0	0	0	67	0	0	1	2	0	0	0	0	0	3	7906	0	0	0	0	0	0	1	2	3	414	0	0	2	0	0	2
M01895_13_000000000-ABYEE_1_1101_14641_1901|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	1	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	3327	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_15707_15552|gene_ITS	0	1	0	3	0	9	0	0	0	35	0	2	0	0	0	0	0	1	2	0	74	0	5	0	0	1	5	0	93	0	3	0	6478	0	0	0	0	0	0	3	0	0	0	0	0	0	134	2	0	1	3	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_14018_8973|gene_ITS	0	224	0	0	0	0	0	0	0	0	0	0	3	0	276	374	66	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	2	0	0	2	0	5	0	0	0	504	0	0	2	0	0	2743	0	0	0	2	2	0	0
M01895_13_000000000-ABYEE_1_1110_5329_21879|gene_ITS	1	4702	0	1	710	1	4018	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
M01895_13_000000000-ABYEE_1_1101_18348_4919|gene_ITS	0	0	0	0	0	0	0	0	0	2	0	78	1	0	507	0	509	0	0	3	0	0	0	2	0	0	0	0	0	0	2	0	0	3131	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_18185_3346|gene_ITS	1	1167	0	1	1	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	37	1	0	0	0	0	0	2	0	0	1	3	0	0	6	0	6	60	0	0	0	0	0	0	0	0	3045	1	0	0	1	0	1	0
M01895_13_000000000-ABYEE_1_2111_20560_23654|gene_ITS	0	0	0	1	0	0	0	0	1185	0	0	0	1	0	0	0	0	0	0	0	6209	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_7620_15184|gene_ITS	0	0	215	100	25	0	0	67	0	1	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	2309	0	0	621	1	0	0	7	0	4	161	0	42	1462	0	0	2	0	0	0	115	0	0	421	0
M01895_13_000000000-ABYEE_1_1101_13644_1573|gene_ITS	0	0	7017	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781
M01895_13_000000000-ABYEE_1_1102_9010_26832|gene_ITS	0	0	0	0	0	0	0	0	0	0	2	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	141	0	0	0	1	0	0	2	0	0	0	0	0	0	57	5563	0	2	0	0	0	10	1	9
M01895_13_000000000-ABYEE_1_1101_19406_2518|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	3	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1101_15259_2154|gene_ITS	79	4	0	2	3990	5	0	0	0	99	1	0	0	0	1	39	0	0	0	0	0	1	1	0	0	2	0	167	0	0	0	0	0	1	0	0	0	0	0	0	224	0	0	0	0	47	0	0	174	4	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_16953_17706|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	2	0	0	0	3	0	0	0	0	0	7	0	0	5020	0	0	0	0	0	0	0	0	0	33	0
M01895_13_000000000-ABYEE_1_1101_11553_5358|gene_ITS	0	157	0	0	0	2000	1	0	1	0	0	0	4	1	1	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	1	0	0	0	1	0	2009
M01895_13_000000000-ABYEE_1_1106_20736_9004|gene_ITS	21	20	0	0	0	0	0	0	0	6	0	0	0	0	55	0	84	1	0	1	0	0	2	2	0	0	0	0	1	132	2297	0	0	1086	32	0	0	1	1763	173	0	2	1953	0	0	1	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1110_7601_19145|gene_ITS	0	0	2	0	0	0	3	0	5	3	0	0	0	1	0	0	0	0	3603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_9891_6089|gene_ITS	0	0	0	0	0	0	2	3	2243	0	0	2080	0	0	0	1	0	1	0	1	2634	0	0	0	0	0	3389	2	0	0	0	2	0	0	0	1	2071	2	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_9130_10487|gene_ITS	1	0	843	830	631	0	1	20	0	0	2	0	122	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	267	0	0	132	23	0	0	1	0	2	0	0	0	31	4	22	0	0	0	0	0	5	0	94	3
M01895_13_000000000-ABYEE_1_1112_2874_19376|gene_ITS	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	1	5	0	30	0	0	96	306	0	139	0	2	0	0	0	0	6	973	10	1295	356	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_4739_13242|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	4345	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_12900_2013|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	6169	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2
M01895_13_000000000-ABYEE_1_2109_16654_18660|gene_ITS	0	0	7	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	4	4	7843	3	0	0	0	0	3
M01895_13_000000000-ABYEE_1_1102_18497_12301|gene_ITS	3	1	0	1	3223	0	0	0	0	102	0	0	0	1	1	0	0	0	32	0	0	0	0	0	7	0	0	0	0	0	38	0	0	0	2	49	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_18101_1759|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	4042	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_16062_2524|gene_ITS	5	4	0	2	953	0	90	7	0	51	18	2	1	123	338	199	380	102	1936	3	7	0	305	612	1	0	0	787	214	0	374	0	407	0	104	35	2	0	0	367	3	1	1447	2	0	0	0	32	529	0	4	5	1	198	1	0
M01895_13_000000000-ABYEE_1_1101_23805_14314|gene_ITS	425	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3262	0	0	0	0	786	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2104_25079_12331|gene_ITS	0	0	2	0	0	3477	1	0	7	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2111_22184_4903|gene_ITS	0	0	0	0	0	0	0	0	0	7348	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_18146_4582|gene_ITS	0	0	0	0	0	0	0	11	0	0	1	1	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3861	1	0	0	1	0	0	0	0	42
M01895_13_000000000-ABYEE_1_1102_14944_15008|gene_ITS	10	0	0	4	699	77	0	2	0	5	790	0	0	45	0	6	0	128	0	0	1	634	83	25	0	55	1	67	357	0	1	15	0	196	79	104	0	0	6	0	482	1	1	117	0	498	1	0	5	27	1	3	0	0	646	0
M01895_13_000000000-ABYEE_1_1113_13998_14301|gene_ITS	8	23	0	8	0	7	126	0	0	377	16	0	2	1	0	11	0	82	0	0	0	198	25	255	8	13	0	23	1500	0	6	0	11	11	0	18	0	0	3	0	7	0	99	0	0	684	2	0	0	0	10	0	0	3	151	0
M01895_13_000000000-ABYEE_1_1106_20232_14392|gene_ITS	94	8	4932	11	68	1	1	0	1	80	0	0	0	2	761	61	478	0	447	694	143	1	0	0	548	8	4	45	0	0	21	1	0	0	3	2	0	6	0	0	21	0	0	2	251	0	0	0	33	30	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_13847_4311|gene_ITS	0	0	0	0	0	0	0	0	0	19	90	0	0	0	369	0	138	3	0	0	0	0	26	2116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	342	0	0	0	0	0	0	0	5	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_14233_19759|gene_ITS	41	58	0	0	2	95	8	0	0	332	9	0	0	38	49	148	54	56	1	9	1	340	266	169	134	34	2	4	86	0	1006	0	1	379	505	15	52	0	65	13	2	37	27	4	32	135	0	150	470	110	13	0	0	17	13	1
M01895_13_000000000-ABYEE_1_1105_6333_6320|gene_ITS	0	0	0	0	0	0	0	0	2151	0	0	0	0	1	0	0	0	0	0	0	930	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_15018_2573|gene_ITS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3214	1	1	0	0	0	2	0	0	0	0	4191	2	1	0	2	1	0	14	0	1	13	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2
M01895_13_000000000-ABYEE_1_1112_5990_21020|gene_ITS	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5869
M01895_13_000000000-ABYEE_1_1102_18677_20803|gene_ITS	0	0	958	8	0	0	0	1	5	0	0	0	1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	1	0	0	0	1	0	0	426
M01895_13_000000000-ABYEE_1_1101_18145_3042|gene_ITS	5	1	1	0	7	2	107	1	0	11	6	0	42	348	24	113	7	575	0	8	5	2773	12	7	0	3	47	0	101	309	10	0	10	18	0	5	1	0	26	20	2	3	128	0	14	25	24	5	1	2	2	0	0	302	25	0
M01895_13_000000000-ABYEE_1_1101_16039_2950|gene_ITS	0	0	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3741	0	0	0	2	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1101_14236_2095|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3244	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	14	1	1	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_16258_7998|gene_ITS	0	1	951	25	276	0	0	1059	0	0	0	0	0	0	1	1	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	30	0	0	0	0	0	10	0	0	70	39	6	0	13	3	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_16188_10422|gene_ITS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	885	0	2049	0	0	58	0	0	0	0	74	0	0	0	0	0	0	0	0	7	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0
M01895_13_000000000-ABYEE_1_1101_16456_20814|gene_ITS	0	0	0	0	0	30	0	0	58	0	0	97	123	0	0	1	0	0	0	0	3	2	0	0	0	43	129	0	1	0	0	0	0	0	0	0	1589	0	0	0	0	0	0	0	0	2605	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1101_18876_2450|gene_ITS	0	0	1	0	0	0	3872	0	0	0	0	0	1	1	0	0	0	0	0	0	252	0	0	0	0	0	0	0	1591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_7316_7538|gene_ITS	1	0	0	3	1	148	0	0	0	0	2771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_10337_18243|gene_ITS	6	4	165	0	773	0	0	0	0	655	0	0	0	0	1	0	0	0	0	1	0	215	0	0	0	0	0	169	0	0	5	0	0	0	29	0	0	0	2	12	786	4	0	0	0	0	0	0	1	0	0	2	0	0	0	1
M01895_13_000000000-ABYEE_1_1101_16062_2076|gene_ITS	0	0	0	2	2839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_14759_6118|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	306	0	1	2802	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_16505_2169|gene_ITS	0	3	921	464	223	4	36	3	0	0	46	0	1077	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	8	0	1	0	284	10	0	3	2	0	0	1	0	0	9	314	0	0	0	0	0	1	0	1	9
M01895_13_000000000-ABYEE_1_1101_16808_2183|gene_ITS	3	101	30	102	33	1355	51	57	9	101	15	5	129	5	8	12	7	85	0	4	10	155	60	181	0	1	7	21	397	2	15	12	8	136	27	75	11	0	9	1	8	4	85	54	27	293	46	129	52	17	3	20	2	8	98	31
M01895_13_000000000-ABYEE_1_1103_23618_20672|gene_ITS	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	2922	0	0	120	0	0	0	0	0	0	0	0	0	2	0	0	0	0	215	1	0	0	0	2	0	0	0
M01895_13_000000000-ABYEE_1_1110_15927_10719|gene_ITS	2	9	25	7	23	359	2	145	9	6	34	52	8	3	8	30	18	17	5	10	29	69	20	92	3	3	17	0	8	0	0	12	40	19	23	40	178	0	75	14	3	13	86	130	5	383	2	1	17	30	0	66	0	2	155	7
M01895_13_000000000-ABYEE_1_1101_12878_2941|gene_ITS	0	0	3	2564	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2287	2
M01895_13_000000000-ABYEE_1_2106_12163_1992|gene_ITS	0	0	0	0	3	0	40	2	0	0	1	0	0	0	1	0	0	2925	0	0	0	81	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	1	4	1	0	0	0	49	0	0	0	0	3	0
M01895_13_000000000-ABYEE_1_2110_9943_12483|gene_ITS	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1870	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	205	539	0	0	0	0	689	552	0
M01895_13_000000000-ABYEE_1_1101_17546_1485|gene_ITS	0	0	0	1	0	1	0	0	2117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_10160_21476|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	40	0	0	0	6	0	0	0	566	0	0	0	0	0	0	0	0	0	10	1	0	55	0	0	0	1	1	0	3	2	2	4	1	3	1	1	1	4059	0	0	674	0	0
M01895_13_000000000-ABYEE_1_1101_6706_5596|gene_ITS	0	0	0	0	0	0	6	0	113	0	0	2346	0	0	0	0	0	0	0	0	27	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_14397_23326|gene_ITS	113	0	0	0	74	0	0	0	0	8	0	0	0	67	32	15	214	36	23	388	0	0	74	52	14	1	0	101	1	0	82	0	0	0	9	0	3	0	463	0	0	1	602	0	0	0	0	0	752	60	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_17354_10875|gene_ITS	1	0	0	0	2575	8	0	0	0	0	21	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
M01895_13_000000000-ABYEE_1_1113_20730_15286|gene_ITS	0	1	5	5	6	553	0	0	0	1	47	0	11	0	0	0	0	7	1	0	0	35	1	0	1	1	0	3	0	0	2	0	0	0	0	0	0	0	44	0	5	5	1	0	1	87	2	0	4	3	0	1966	0	2	4	0
M01895_13_000000000-ABYEE_1_1101_5604_17056|gene_ITS	29	3	20	20	81	98	1	216	0	0	186	0	22	222	0	3	1	80	0	20	0	246	0	113	1	0	0	36	0	12	0	0	2	40	568	3	0	0	0	0	74	61	32	175	34	4	0	66	44	4	219	143	1	356	22	3
M01895_13_000000000-ABYEE_1_1103_22187_15264|gene_ITS	1	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	2	1611	650	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_20642_21647|gene_ITS	23	44	12	122	5	857	2	26	0	45	44	1	50	7	4	69	16	108	2	48	8	781	66	92	7	67	0	7	26	63	54	1	11	460	37	5	12	0	32	87	8	12	57	0	4	444	11	200	192	99	21	0	0	28	3	19
M01895_13_000000000-ABYEE_1_1101_17633_2400|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2741	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
M01895_13_000000000-ABYEE_1_1101_11469_2925|gene_ITS	0	0	2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_23038_4256|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2970	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_14500_2033|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4602	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0
M01895_13_000000000-ABYEE_1_1101_15932_11390|gene_ITS	1	3	0	0	334	1835	1	1	1	9	0	0	0	1	2	0	6	0	0	41	2	5	1	0	1	0	0	4	1	0	5	0	0	84	28	0	0	0	23	2	2	0	0	1	0	47	3	0	78	12	0	47	0	0	6	0
M01895_13_000000000-ABYEE_1_1103_17910_18053|gene_ITS	33	0	1	0	43	0	0	0	0	0	0	0	0	0	0	1	0	0	910	1032	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	1	1	0	0	0
M01895_13_000000000-ABYEE_1_1101_7576_22030|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2522	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1105_14733_17960|gene_ITS	0	0	0	0	0	0	23	0	50	0	0	499	0	0	0	2	0	0	0	0	1230	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2104_2449_18620|gene_ITS	0	0	0	1	0	0	0	0	0	0	0	0	1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_13567_2413|gene_ITS	0	0	0	0	1939	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
